task,directive,feedback_loop,learning,none,not_classified,task_iteration,validation
analyze and record personnel or operational data and write related activity reports.,,,,,1.0,,
"analyze and record test data to issue reports that use charts, graphs, or narratives.",0.6980753809141941,0.008420208500400962,0.011226944667201285,0.15437048917401763,,0.009222133119486768,0.11868484362469928
analyze and report computer network security breaches or attempted breaches.,0.7172312223858616,,,0.15463917525773196,0.03829160530191458,,0.0898379970544919
"analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans.",0.9473684210526316,,,,0.05263157894736842,,
"analyze archival data such as birth, death, and disease records.",,,,,1.0,,
analyze available data and consult with other scientists to determine parameters of experimentation and suitability of analytical models.,0.7573529411764706,,,0.13970588235294118,0.10294117647058823,,
"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",0.7687074829931972,,,,0.12244897959183673,0.10884353741496598,
analyze characteristics of animals to identify and classify them.,0.8904899135446684,,0.012680115273775217,0.05187319884726225,0.001152737752161383,0.008645533141210375,0.03515850144092219
analyze clinical data using appropriate statistical tools.,,,,,1.0,,
"analyze clinical or survey data using statistical approaches such as longitudinal analysis, mixed effect modeling, logistic regression analyses, and model building techniques.",,,,,1.0,,
"analyze competitive market strategies through analysis of related product, market, or share trends.",0.8333333333333335,,,,0.16666666666666663,,
"analyze complex systems to determine potential for further development, production, interoperability, compatibility, or usefulness in a particular area, such as aviation.",0.6696428571428571,,0.1517857142857143,,0.17857142857142858,,
"analyze computer and information technologies to determine applicability to nursing practice, education, administration and research.",0.782608695652174,,,,0.21739130434782608,,
"analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",0.872340425531915,,0.03094777562862669,0.05609284332688588,0.009671179883945842,,0.03094777562862669
analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.,0.96875,,,,0.03125,,
"analyze data from surveys, old records, or case studies, using statistical software.",0.824524312896406,,,0.1014799154334038,0.07399577167019028,,
"analyze data such as interview notes, test results, and reference manuals to identify symptoms and to diagnose the nature of clients' problems.",0.6329113924050633,,,,0.36708860759493683,,
analyze data to assess distance learning program status or to inform decisions for distance learning programs.,0.875,,,,0.125,,
analyze data to determine answers to questions from customers or members of the public.,0.8491189427312775,,,0.09581497797356828,0.007709251101321586,,0.0473568281938326
analyze data to determine feasibility of product proposals.,0.95625,,,,0.04375,,
analyze data to determine the effectiveness of treatments or therapy approaches.,0.7941176470588235,,,,0.20588235294117646,,
"analyze data to determine validity, quality, and scientific significance and to interpret correlations between human activities and environmental effects.",0.8928571428571429,,,,0.10714285714285714,,
"analyze determinants responsible for specific inherited traits, and devise methods for altering traits or producing new traits.",0.8846153846153846,,,,0.11538461538461538,,
analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,0.8060200668896321,,0.06688963210702341,0.10367892976588627,0.023411371237458192,,
"analyze electronics system requirements, capacity, cost, or customer needs to determine project feasibility.",0.72,,,,0.28,,
analyze equipment performance records to assess equipment functioning.,0.5625,,,,0.4375,,
"analyze expenditures and other financial information to develop plans, policies, or budgets for increasing profits or improving services.",0.8409090909090909,,,,0.1590909090909091,,
analyze experimental data and interpret results to write reports and summaries of findings.,0.6472619634928466,0.023680315737543166,0.05032067094227923,0.13813517513566848,,0.018253576714356193,0.12234829797730637
"analyze financial data to detect irregularities in areas such as billing trends, financial relationships, and regulatory compliance procedures.",0.8157894736842105,,,,0.18421052631578946,,
analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,0.875,,,,0.125,,
analyze financial or operational performance of companies facing financial difficulties to identify or recommend remedies.,0.8793103448275862,,,,0.12068965517241381,,
"analyze geographic information systems (gis) data to identify spatial relationships or display results of analyses, using maps, graphs, or tabular data.",0.8333333333333335,,,,0.16666666666666663,,
analyze information gathered by investigation and report findings and recommendations.,0.8181818181818182,,,,0.18181818181818182,,
analyze information obtained from management to conceptualize and define operational problems.,0.8922363847045192,,0.02549246813441483,0.031286210892236384,0.005793742757821553,0.023174971031286212,0.0220162224797219
"analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling and information engineering.",0.7434402332361516,,0.052478134110787174,0.0816326530612245,0.02915451895043732,0.09329446064139942,
"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",0.6815286624203821,,0.1910828025477707,0.07006369426751592,0.05732484076433122,,
"analyze information to determine, recommend, and plan installation of a new system or modification of an existing system.",0.5128205128205128,0.20512820512820512,,,0.28205128205128205,,
"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",0.6843100189035917,0.09829867674858224,0.10964083175803405,0.043478260869565216,0.011342155009451798,0.052930056710775046,
"analyze job requirements and content to establish criteria for classification, selection, training, and other related personnel functions.",1.0,,,,,,
analyze laboratory findings to check the accuracy of the results.,0.23921568627450981,,,0.10980392156862744,0.03529411764705882,,0.615686274509804
"analyze large molecular datasets such as raw microarray data, genomic sequence data, and proteomics data for clinical or basic research purposes.",0.8463541666666665,,0.05208333333333334,,0.0625,0.0390625,
analyze market conditions to determine optimum times to execute securities transactions.,0.9223529411764706,,0.04352941176470588,,0.03411764705882353,,
"analyze network data to determine network usage, disk space availability, or server function.",0.6438356164383562,,,,0.3561643835616438,,
"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",0.8532267275842375,0.019417475728155335,0.02227298686464877,0.03026841804683038,,0.03883495145631068,0.03597944031981725
analyze or evaluate dental needs to determine changes or trends in patterns of dental disease.,0.625,,,,0.375,,
"analyze or interpret logistics data involving customer service, forecasting, procurement, manufacturing, inventory, transportation, or warehousing.",0.9671457905544147,,,,0.03285420944558522,,
"analyze or manipulate bioinformatics data using software packages, statistical applications, or data mining techniques.",0.8125,,,,0.1875,,
analyze or synthesize client data to draw conclusions or make recommendations for therapy.,0.8028169014084507,,,,0.19718309859154928,,
"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",0.7511254019292605,0.01607717041800643,0.05337620578778135,0.05080385852090032,,0.014790996784565915,0.11382636655948553
"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",0.7023494082317612,0.008479067302596715,0.025613849143260908,0.19590178413707826,,0.009362303479950538,0.05829358770535241
analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles.,0.5365853658536586,,,,0.4634146341463415,,
analyze patrons' requests to determine needed information and assist in furnishing or locating that information.,0.6962025316455697,,0.24050632911392406,,0.06329113924050633,,
"analyze performance data to determine effectiveness of instructional systems, courses, or instructional materials.",0.7723577235772358,,,,0.08943089430894309,,0.13821138211382117
analyze physical findings and medical histories to make diagnoses according to oriental medicine traditions.,,,,,1.0,,
analyze potential loan markets to find opportunities to promote loans and financial services.,0.8163265306122449,,,,0.1836734693877551,,
analyze prescribing trends to monitor patient compliance and to prevent excessive usage or harmful interactions.,0.8571428571428571,,,,0.14285714285714285,,
"analyze price proposals, financial reports, and other data and information to determine reasonable prices.",0.8888888888888888,,,,0.1111111111111111,,
analyze problems to develop solutions involving computer hardware and software.,0.6263736263736264,,,,0.37362637362637363,,
analyze product complaints and make recommendations regarding their reportability.,0.8666666666666667,,,,0.13333333333333333,,
"analyze records, reports, test results, or examination information to diagnose medical condition of patient.",0.5061576354679803,0.027093596059113302,0.01847290640394089,,0.009852216748768471,0.023399014778325126,0.41502463054187205
"analyze research data to determine its significance, using computers.",0.7207357859531772,0.026755852842809364,0.041806020066889646,0.09698996655518394,0.016722408026755852,,0.09698996655518394
analyze samples of biological material for chemical content or reaction.,0.8888888888888888,,,,0.1111111111111111,,
analyze statistical data and reports to identify and determine causes of personnel problems and develop recommendations for improvement of organization's personnel policies and practices.,0.826086956521739,,,,0.17391304347826086,,
analyze system performance or operational requirements.,0.4737967914438503,0.19144385026737967,0.10160427807486631,0.12192513368983957,,0.04385026737967915,0.06737967914438503
analyze target companies or investment opportunities to inform investment decisions.,0.946264744429882,,,,0.034076015727391884,,0.01965923984272608
analyze technology trends to identify markets for future product development or to improve sales of existing products.,,,,,1.0,,
"analyze test data, making computations as necessary, to determine test results.",0.619887730553328,0.01162790697674419,0.013231756214915796,0.1904570970328789,,0.01483560545308741,0.14995990376904572
analyze test results and develop a treatment plan.,0.95,,,,0.05,,
"analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",0.8604651162790699,,,,0.13953488372093023,,
"analyze the layout, instrumentation, or function of electrical generation or transmission facilities.",0.8076923076923077,,,,0.19230769230769237,,
"analyze training needs to design employee development, language training and health and safety programs.",,,,,1.0,,
analyze training needs to develop new training programs or modify and improve existing programs.,0.75,,,,0.25,,
"analyze trends in sales prices, construction costs, and rents, to assess property values or determine the accuracy of assessments.",0.9318181818181815,,,,0.06818181818181818,,
analyze user needs and recommend appropriate hardware.,0.8314606741573034,,,,0.16853932584269665,,
analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,0.6039856923863056,0.023607562595809914,0.13030148185998977,0.16341338783852832,,0.04925907000510985,0.02943280531425652
"analyze, interpret, or create graphical representations of energy data, using engineering software.",0.7660550458715596,0.10091743119266056,,,0.13302752293577982,,
"analyze, interpret, or disseminate system performance data.",0.5994277539341917,0.08869814020028613,0.06866952789699571,0.15593705293276108,,0.028612303290414882,0.05865522174535051
"announce musical selections, station breaks, commercials, or public service information, and accept requests from listening audience.",0.8095238095238095,,,,0.19047619047619047,,
answer applicants' questions about benefits and claim procedures.,0.6746987951807228,,,,0.3253012048192771,,
answer clients' questions about the purposes and details of financial plans and strategies.,0.8157894736842105,,,,0.18421052631578946,,
"answer clients' questions regarding construction work, financing, maintenance, repairs, and appraisals.",0.6612903225806451,,,,0.3387096774193548,,
"answer customer inquiries or explain cost, availability, policies, and procedures of facilities.",0.5423728813559322,,0.2711864406779661,,0.1864406779661017,,
answer customers' questions about merchandise and advise customers on merchandise selection.,0.8575851393188855,,,0.065015479876161,0.07739938080495357,,
"answer customers' questions about products, prices, availability, or credit terms.",0.6386083052749719,0.01851851851851852,0.22727272727272727,0.09652076318742983,,0.008978675645342313,0.010101010101010102
"answer customers' questions about products, prices, availability, product uses, and credit terms.",0.6764705882352942,0.024340770791075047,0.1997971602434077,0.07302231237322515,0.011156186612576065,,0.015212981744421906
"answer customers' questions, and explain available services such as deposit accounts, bonds, and securities.",0.59375,,,,0.40625,,
"answer customers' questions, and provide information on procedures or policies.",0.5014191106906338,0.02459791863765374,0.20813623462630082,0.2341532639545885,,0.009933774834437088,0.021759697256386
"answer incoming calls, greeting callers, providing information, transferring calls or taking messages as necessary.",0.24576271186440682,,,0.75,0.00423728813559322,,
"answer inquiries concerning the progress of medical cases, within the limits of confidentiality laws.",0.641025641025641,,,,0.358974358974359,,
"answer inquiries from current or prospective customers regarding methods, materials, or price ranges.",0.32286995515695066,,,0.6143497757847534,0.06278026905829596,,
answer inquiries from the public concerning animal control operations.,,,,0.8846153846153846,0.11538461538461538,,
"answer inquiries pertaining to hotel policies and services, and resolve occupants' complaints.",0.7531645569620253,,,0.12025316455696204,0.12658227848101267,,
"answer inquiries regarding information such as schedules, accommodations, procedures, and policies.",0.531986531986532,,0.1447811447811448,0.28619528619528617,0.037037037037037035,,
answer inquiries regarding shipping or mailing policies.,,,,,1.0,,
"answer passengers' questions about flights, aircraft, weather, travel routes and services, arrival times, or schedules.",0.7567567567567568,,,,0.24324324324324326,,
answer patients' calls and determine how to assist them.,,,,,1.0,,
answer questions about product features and benefits.,0.7850467289719626,,0.18380062305295952,,0.03115264797507788,,
answer questions about records or files.,0.7222222222222221,,,,0.2777777777777778,,
answer questions from the public and media.,0.948905109489051,,,,0.05109489051094891,,
"answer questions or provide advice to the public regarding licensing policies, procedures, or regulations.",0.5483870967741935,,,,0.4516129032258064,,
"answer questions regarding examinations, eligibility, salaries, benefits, and other pertinent information.",0.7727272727272727,,,,0.22727272727272727,,
answer questions regarding the store and its merchandise.,,,,,1.0,,
answer telephone calls and respond to inquiries or transfer calls.,0.23448275862068965,,,0.7448275862068967,0.020689655172413793,,
answer telephone calls from potential customers who have been solicited through advertisements.,0.7428571428571429,,,,0.2571428571428571,,
answer telephones and direct calls to appropriate staff.,0.6902654867256637,,,0.3097345132743362,,,
"answer telephones and give information to callers, take messages, or transfer calls to appropriate individuals.",0.17898193760262726,,,0.812807881773399,0.008210180623973728,,
answer telephones and schedule appointments.,0.6818181818181818,,,,0.3181818181818182,,
answer telephones to provide information and receive orders.,,,,0.5757575757575758,0.4242424242424242,,
"answer telephones, and route calls or deliver messages.",0.2808988764044944,,,0.7078651685393258,0.011235955056179777,,
"answer telephones, direct calls, and take messages.",0.2074303405572756,,,0.7894736842105263,0.003095975232198142,,
"answer telephones, responding to questions or requests.",0.1373134328358209,,,0.8626865671641791,,,
answer user inquiries regarding computer software or hardware operation to resolve problems.,0.5785123966942148,0.12396694214876033,0.18181818181818182,,0.11570247933884298,,
apply customer feedback to service improvement efforts.,0.6666666666666665,,,0.10204081632653059,0.03401360544217688,,0.19727891156462582
"apply mathematical or statistical techniques to address practical issues in finance, such as derivative valuation, securities trading, risk management, or financial market regulation.",0.7121212121212122,,,,0.2878787878787879,,
"apply modeling or quantitative analysis to forecast events, such as human decisions or behaviors, the structure or processes of organizations, or the attitudes or actions of human groups.",0.92,,,,0.08,,
"apply prepared specimen and control to appropriate grid, run instrumentation, and produce analyzable results.",0.826086956521739,,,,0.17391304347826086,,
"apply relevant laws, regulations, policies, or precedents to reach conclusions.",0.6511627906976745,,,,0.34883720930232565,,
"apply story development, directing, cinematography, and editing to animation to create storyboards that show the flow of the animation and map out key scenes and characters.",0.6551724137931035,,,,0.3448275862068966,,
"appraise property values, assessing income potential when relevant.",0.8793103448275862,,,,0.12068965517241381,,
"appraise, evaluate, and inventory real property and equipment, recording information such as the description, value, and location of property.",0.9142857142857145,,,,0.08571428571428572,,
"approve, reject, or coordinate the approval or rejection of lines of credit or commercial, real estate, or personal loans.",0.7941176470588235,,,,0.20588235294117646,,
"arrange conference, meeting, or travel reservations for office personnel.",0.6617647058823529,,,,0.07352941176470588,0.2647058823529412,
"arrange financing of deals from sources such as financial institutions, agencies, or public or private companies.",0.96,,,,0.04,,
arrange for advertising or posting of job vacancies and notify eligible workers of position availability.,0.8181818181818182,,,,0.18181818181818182,,
"arrange for debt repayment or establish repayment schedules, based on customers' financial situations.",0.7948717948717949,,,,0.20512820512820512,,
arrange merchandise and sales promotion displays or issue sales promotion materials to customers.,1.0,,,,,,
"arrange tours, taxis, or restaurant reservations for customers.",0.9615384615384616,,,,0.038461538461538464,,
"ask questions in accordance with instructions to obtain various specified information, such as person's name, address, age, religious preference, or state of residency.",0.6687116564417178,,,0.26380368098159507,0.06748466257668712,,
ask questions that will help clients identify their feelings and behaviors.,,,0.509090909090909,0.3363636363636363,0.1545454545454545,,
"assemble and compile documents for loan closings, such as title abstracts, insurance forms, loan forms, and tax receipts.",1.0,,,,,,
"assemble, maintain, or distribute information for library or record systems.",0.6818181818181818,,,,0.3181818181818182,,
"assess clients' overall financial situation by reviewing income, assets, debts, expenses, credit reports, or other financial information.",0.9259259259259259,,,,0.07407407407407407,,
assess companies as investments for clients by examining company facilities.,1.0,,,,,,
"assess cost effectiveness of products, projects or services, tracking actual costs relative to bids as the project develops.",,,,,1.0,,
"assess current or future customer needs and priorities through communicating directly with customers, conducting surveys, or other methods.",0.9375,,,,0.0625,,
"assess effectiveness and efficiency of instruction according to ease of instructional technology use and student learning, knowledge transfer, and satisfaction.",0.7096774193548387,,,,0.2903225806451613,,
"assess nutritional needs, diet restrictions and current health plans to develop and implement dietary-care plans and provide nutritional counseling.",0.7413793103448276,,,,0.2586206896551724,,
assess patients for risk of suicide attempts.,,,,0.5476190476190477,0.4523809523809524,,
"assess project feasibility by analyzing technology, resource needs, and market demand.",0.825,,,,0.175,,
assess risks to mitigate potential consequences of incidents and develop a plan to respond to incidents.,0.8842105263157894,,,,0.11578947368421051,,
assess the nature and level of threats so that the scope of the problem can be determined.,0.8868501529051988,,,0.051987767584097865,0.06116207951070336,,
assess the usefulness of pre-developed application packages and adapt them to a user environment.,0.759765625,0.0341796875,0.09716796875,0.0625,,0.02783203125,0.0185546875
assess training needs of staff and arrange for or provide appropriate instruction.,,,,,1.0,,
"assess training needs through surveys, interviews with employees, focus groups, or consultation with managers, instructors, or customer representatives.",0.8166666666666668,,,,0.1833333333333333,,
assign or schedule tasks to meet work priorities and goals.,0.8214285714285714,,,,0.17857142857142858,,
"assign work to employees, based on material or worker requirements of specific jobs.",1.0,,,,,,
assist customers by providing information and resolving their complaints.,0.6535433070866141,0.06692913385826772,,0.15748031496062992,0.12204724409448821,,
"assist customers, such as responding to customer complaints and updating them about back-ordered parts.",0.68,,,,0.32,,
assist in laying out material for publication.,0.8648648648648648,,,,0.13513513513513514,,
"assist in the assessment, acquisition, or deployment of new electronic document management systems.",0.7435897435897436,,,,0.2564102564102564,,
assist patients in organizing their health care system activities.,0.7380952380952381,,,,0.261904761904762,,
assist students who need extra help with their coursework outside of class.,0.44422795908426693,0.018022406234778368,0.29079396005845104,0.10569897710667316,,0.10764734534827085,0.03360935216755967
attempt to sell additional merchandise or services to prospective or current customers by telephone or through visits.,0.7727272727272727,,,,0.22727272727272727,,
"attend sales or trade meetings or read related publications to obtain information about market conditions, business trends, environmental regulations, or industry developments.",0.7164179104477612,,,,0.2835820895522388,,
"attend to the needs of the bereaved, such as by offering comfort, counseling, or after care programs.",,,,0.7419354838709676,0.25806451612903225,,
back up network data.,,,,,1.0,,
"book transportation and hotel reservations, using computer terminal or telephone.",0.6140350877192983,,,0.2631578947368421,0.12280701754385964,,
"break systems into their component parts, assign numerical values to each component, and examine the mathematical relationships between them.",0.5925925925925926,0.07936507936507936,0.07936507936507936,0.08994708994708994,0.06349206349206349,,0.09523809523809523
broadcast weather reports and warnings.,0.95,,,,0.05,,
build and update digital databases.,0.7534246575342466,,,,0.2465753424657534,,
"buy or sell stocks, bonds, commodity futures, foreign currencies, or other securities on behalf of investment dealers.",0.905982905982906,,,,0.09401709401709402,,
calculate amount of debt and funds available to plan methods of payoff and to estimate time for debt liquidation.,,,,,1.0,,
"calculate amounts of required materials and estimate costs, based on surface measurements or work orders.",0.75,,,,0.25,,
"calculate figures, such as required amounts of labor or materials, manufacturing costs, or wages, using pricing schedules, adding machines, calculators, or computers.",,,,,1.0,,
"calculate test result values, using standard formulas.",0.7272727272727273,,,,0.2727272727272727,,
calibrate data collection equipment.,0.6521739130434783,,,,0.34782608695652173,,
calibrate testing instruments and installed or repaired equipment to prescribed specifications.,,,,,1.0,,
calibrate testing instruments.,,,,,1.0,,
"calibrate, troubleshoot, or repair equipment and correct malfunctions as needed.",0.5333333333333333,,,,0.46666666666666656,,
"calibrate, validate, or maintain laboratory equipment.",,,,,1.0,,
"call on policyholders to deliver and explain policy, to analyze insurance program and suggest additions or changes, or to change beneficiaries.",0.7948717948717949,,,,0.20512820512820512,,
call on prospective customers to explain company services or to solicit new business.,0.9175084175084174,,,0.06060606060606061,0.021885521885521887,,
"care for children or elderly persons by overseeing their activities, providing companionship, and assisting them with dressing, bathing, eating, and other needs.",0.4871794871794872,,,0.41025641025641024,0.10256410256410256,,
"check completed work for spelling, grammar, punctuation, and format.",0.34,,,,0.1,,0.56
"check data input or verify totals on forms prepared by others to detect errors in arithmetic, data entry, or procedures.",0.7241379310344827,,,,0.2758620689655172,,
check dimensions of materials to be used and assign numbers to the materials.,0.8372093023255814,,,,0.16279069767441862,,
check import or export documentation to determine cargo contents and use tariff coding system to classify goods according to fee or tariff group.,0.8275862068965517,,,,0.1724137931034483,,
"check reference materials, such as books, news files, or public records, to obtain relevant facts.",0.701219512195122,,0.12195121951219512,,0.17682926829268295,,
"choose subject matter and suitable form to express personal feelings and experiences or ideas, or to narrate stories or events.",0.4897959183673469,,,0.3673469387755102,0.14285714285714285,,
classify and catalog items according to content and purpose.,0.9287564766839378,,,0.04404145077720207,0.027202072538860103,,
"classify, record, and summarize numerical and financial data to compile and keep financial records, using journals and ledgers or computers.",0.8542319749216302,0.08307210031347961,,,0.03918495297805643,,0.023510971786833857
code data in preparation for computer entry.,0.943627450980392,,,0.03676470588235294,0.019607843137254898,,
"code data prior to computer entry, using lists of codes.",0.927683615819209,,,0.0576271186440678,0.014689265536723164,,
"code, classify, and catalog books, publications, films, audio-visual aids, and other library materials based on subject matter or standard library classification systems.",0.9696969696969695,,,,0.030303030303030304,,
"code, evaluate, or interpret collected study data.",0.8349822661937651,0.006160164271047228,0.015493746499906664,0.08848235952958745,,0.00877356729512787,0.046107896210565616
collaborate with artists to achieve appropriate visual style.,0.7083333333333335,,,,0.2916666666666667,,
"collaborate with colleagues to exchange information, such as selling strategies or marketing information.",0.8524590163934426,,,,0.14754098360655735,,
collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,0.6666666666666665,,,,0.33333333333333326,,
collaborate with field staff or customers to evaluate or diagnose problems and recommend possible solutions.,0.8333333333333335,,,,0.16666666666666663,,
collaborate with management or users to develop e-commerce strategies and to integrate these strategies with web sites.,0.76,,,,0.24,,
"collaborate with sales teams to understand customer requirements, to promote the sale of company products, and to provide sales support.",0.9203980099502488,,,,0.07960199004975124,,
collaborate with search engine shopping specialists to place marketing content in desired online locations.,0.9219330855018587,,,,0.07806691449814127,,
collaborate with senior managers and decision makers to identify and solve a variety of problems and to clarify management objectives.,,,,,1.0,,
collaborate with software developers in the development and modification of commercial bioinformatics software.,,,,,1.0,,
"collaborate with system architects, software architects, design analysts, and others to understand business or industry requirements.",0.45565749235474007,0.048929663608562685,0.22935779816513763,0.13149847094801223,0.024464831804281342,0.11009174311926609,
"collaborate with web, multimedia, or art design staffs to create multimedia web sites or other internet content that conforms to brand and company visual format.",0.8333333333333335,,,,0.07092198581560284,0.09574468085106384,
"collect and analyze data on customer demographics, preferences, needs, and buying habits to identify potential markets and factors affecting product demand.",0.8751660026560425,,0.024568393094289508,0.023240371845949535,0.00597609561752988,0.019256308100929615,0.05179282868525896
"collect and analyze data to detect deficient controls, duplicated effort, extravagance, fraud, or non-compliance with laws, regulations, and management policies.",0.875,,,,0.125,,
"collect and analyze data to evaluate the effectiveness of academic programs and other services, such as behavioral management systems.",0.7935483870967742,,,,0.2064516129032258,,
"collect and analyze data, such as studying old records, tallying the number of outpatients entering each day or week, or participating in federal, state, or local population surveys as a census enumerator.",0.9065561416729466,0.01205727204220045,0.011303692539562924,0.0557648831951771,0.014318010550113038,,
collect and analyze relevant data to identify real estate market trends.,0.9210526315789473,,,,0.07894736842105263,,
"collect and analyze security data to determine security needs, security program goals, or program accomplishments.",0.7601683029453015,,,0.16129032258064516,0.02664796633941094,,0.051893408134642355
"collect and analyze survey data, regulatory information, and data on demographic and employment trends to forecast enrollment patterns and curriculum change needs.",0.8421052631578947,,,,0.15789473684210525,,
"collect and analyze survey data, regulatory information, and demographic and employment trends to forecast enrollment patterns and the need for curriculum changes.",0.8518518518518519,,,,0.1481481481481481,,
