task_name,pct
"analyze data from surveys, old records, or case studies, using statistical software.",0.0069999999999999
"analyze data such as interview notes, test results, and reference manuals to identify symptoms and to diagnose the nature of clients' problems.",0.0203
analyze data to assess distance learning program status or to inform decisions for distance learning programs.,0.0036999999999999
analyze data to determine answers to questions from customers or members of the public.,0.0167
analyze data to determine feasibility of product proposals.,0.0056
analyze details of sales territories to assess their growth potential and to set quotas.,0.0017
"analyze determinants responsible for specific inherited traits, and devise methods for altering traits or producing new traits.",0.0039
analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,0.0125
"analyze electronics system requirements, capacity, cost, or customer needs to determine project feasibility.",0.0053
analyze employment-related data and prepare required reports.,0.0023
analyze energy bills including utility rates or tariffs to gather historical energy usage data.,0.0036999999999999
analyze equipment performance records to assess equipment functioning.,0.0085
analyze existing development or manufacturing procedures and suggest improvements.,0.0018
"analyze expenditures and other financial information to develop plans, policies, or budgets for increasing profits or improving services.",0.0085
analyze experimental data and interpret results to write reports and summaries of findings.,0.0948
analyze financial activities of establishments or departments and provide input into budget planning and preparation processes.,0.0026
"analyze financial data such as income growth, quality of management, and market share to determine expected profitability of loans.",0.0028
"analyze financial data to detect irregularities in areas such as billing trends, financial relationships, and regulatory compliance procedures.",0.0015
analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,0.1537
analyze financial or operational performance of companies facing financial difficulties to identify or recommend remedies.,0.0075
analyze genetic information to identify patients or families at risk for specific disorders or syndromes.,0.0024
"analyze geographic information systems (gis) data to identify spatial relationships or display results of analyses, using maps, graphs, or tabular data.",0.0026
analyze information gathered by investigation and report findings and recommendations.,0.0048
analyze information obtained from management to conceptualize and define operational problems.,0.0754
"analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling and information engineering.",0.0336
"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",0.1049
"analyze information to determine, recommend, and plan installation of a new system or modification of an existing system.",0.0141
"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",0.2285999999999999
analyze laboratory findings to check the accuracy of the results.,0.0025
"analyze large molecular datasets such as raw microarray data, genomic sequence data, and proteomics data for clinical or basic research purposes.",0.0357
analyze market conditions to determine optimum times to execute securities transactions.,0.0225
"analyze network data to determine network usage, disk space availability, or server function.",0.0073
"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",0.2862
"analyze or interpret logistics data involving customer service, forecasting, procurement, manufacturing, inventory, transportation, or warehousing.",0.005
analyze or synthesize client data to draw conclusions or make recommendations for therapy.,0.0109
"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",0.1406
"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",0.0518
"analyze originals to evaluate color density, gradation highlights, middle tones, and shadows, using densitometers and knowledge of light and color.",0.0019
analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles.,0.0308
analyze patrons' requests to determine needed information and assist in furnishing or locating that information.,0.0633
"analyze performance data to determine effectiveness of instructional systems, courses, or instructional materials.",0.0081
analyze physical findings and medical histories to make diagnoses according to oriental medicine traditions.,0.0036
analyze potential loan markets and develop referral networks to locate prospects for loans.,0.0052
analyze potential loan markets to find opportunities to promote loans and financial services.,0.0093999999999999
analyze prescribing trends to monitor patient compliance and to prevent excessive usage or harmful interactions.,0.0015999999999999
"analyze price proposals, financial reports, and other data and information to determine reasonable prices.",0.0046
analyze problems to develop solutions involving computer hardware and software.,0.0073
"analyze recipes to assign prices to menu items, based on food, labor, and overhead costs.",0.0091
"analyze records, reports, test results, or examination information to diagnose medical condition of patient.",0.0525
"analyze regional energy markets, including energy pricing, market structures, energy generation competition, and energy transmission constraints.",0.0043
"analyze research data to determine its significance, using computers.",0.0105
analyze statistical data and reports to identify and determine causes of personnel problems and develop recommendations for improvement of organization's personnel policies and practices.,0.002
analyze system performance or operational requirements.,0.0686
analyze target companies or investment opportunities to inform investment decisions.,0.078
analyze technology trends to identify markets for future product development or to improve sales of existing products.,0.0098999999999999
"analyze test data, making computations as necessary, to determine test results.",0.0133
analyze test results and develop a treatment plan.,0.003
"analyze test results, machine error messages, or information obtained from operators to diagnose equipment problems.",0.0033
analyze the effectiveness of marketing tactics or channels.,0.0043
"analyze the efficiency of water delivery structures, such as dams, tainter gates, canals, pipes, penstocks, or cofferdams.",0.0015
"analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",0.0104
"analyze the layout, instrumentation, or function of electrical generation or transmission facilities.",0.0154
"analyze the probable outcomes of cases, using knowledge of legal precedents.",0.0063
"analyze training needs to design employee development, language training and health and safety programs.",0.0021
analyze training needs to develop new training programs or modify and improve existing programs.,0.0046999999999999
"analyze trends in sales prices, construction costs, and rents, to assess property values or determine the accuracy of assessments.",0.0093999999999999
analyze user needs and recommend appropriate hardware.,0.0088
analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,0.5670999999999999
"analyze, estimate, or report production costs.",0.0018
"analyze, interpret, or create graphical representations of energy data, using engineering software.",0.0323
"analyze, interpret, or disseminate system performance data.",0.0299
answer applicants' questions about benefits and claim procedures.,0.0089
answer clients' questions about the purposes and details of financial plans and strategies.,0.0800999999999999
"answer clients' questions regarding construction work, financing, maintenance, repairs, and appraisals.",0.0144
"answer customer inquiries or explain cost, availability, policies, and procedures of facilities.",0.0086
answer customers' questions about merchandise and advise customers on merchandise selection.,0.0328
answer customers' questions about postal services and regulations.,0.0042
"answer customers' questions about products, prices, availability, or credit terms.",0.4174
"answer customers' questions about products, prices, availability, product uses, and credit terms.",0.178
"answer customers' questions, and explain available services such as deposit accounts, bonds, and securities.",0.0067
"answer customers' questions, and provide information on procedures or policies.",1.1683
"answer incoming calls, greeting callers, providing information, transferring calls or taking messages as necessary.",0.003
"answer inquiries from current or prospective customers regarding methods, materials, or price ranges.",0.0686
"answer inquiries from the general public regarding judicial procedures, court appearances, trial dates, adjournments, outstanding warrants, summonses, subpoenas, witness fees, or payment of fines.",0.0059
answer inquiries from the public concerning animal control operations.,0.0331
"answer inquiries pertaining to hotel policies and services, and resolve occupants' complaints.",0.0065
"answer inquiries pertaining to hotel services, guest registration, and travel directions, or make recommendations regarding shopping, dining, or entertainment.",0.0185
"answer inquiries regarding information such as schedules, accommodations, procedures, and policies.",0.2752
"answer passengers' questions about flights, aircraft, weather, travel routes and services, arrival times, or schedules.",0.0052
answer questions about game rules and casino policies.,0.0031999999999999
answer questions about game rules or casino policies.,0.0023
answer questions about product features and benefits.,0.1224
answer questions about records or files.,0.0207
answer questions and provide future tax planning to clients.,0.0033
"answer questions from passengers concerning train rules, stations, and timetable information.",0.0045
answer questions from taxpayers and assist them in completing tax forms.,0.0063999999999999
answer questions from the public and media.,0.0068
"answer questions or provide advice to the public regarding licensing policies, procedures, or regulations.",0.0114
"answer questions regarding examinations, eligibility, salaries, benefits, and other pertinent information.",0.0197
"answer questions regarding mail regulations and procedures, postage rates, and post office boxes.",0.0033
answer questions regarding the store and its merchandise.,0.0467
"answer routine telephone or in-person reference inquiries, referring patrons to librarians for further assistance, when necessary.",0.0023
answer telephone calls and respond to inquiries or transfer calls.,0.0015999999999999
"answer telephones and give information to callers, take messages, or transfer calls to appropriate individuals.",0.0348
answer telephones to provide information and receive orders.,0.0044
"answer telephones, direct calls, and take messages.",0.0109
"answer telephones, responding to questions or requests.",0.0199
answer user inquiries regarding computer software or hardware operation to resolve problems.,0.0365
apply customer feedback to service improvement efforts.,0.0028
"apply elements of music theory to create musical and tonal structures, including harmonies and melodies.",0.0042
apply finger and hand pressure to specific points of the body.,0.002
"apply mathematical or statistical techniques to address practical issues in finance, such as derivative valuation, securities trading, risk management, or financial market regulation.",0.0116
"apply nanotechnology to improve the performance or reduce the environmental impact of energy products, such as fuel cells or solar cells.",0.0017
"apply relevant laws, regulations, policies, or precedents to reach conclusions.",0.0044
apply selected research findings to practice.,0.0022
"apply standardized mathematical formulas, principles, and methodology to the solution of technological problems involving engineering or physical science.",0.0023
"apply story development, directing, cinematography, and editing to animation to create storyboards that show the flow of the animation and map out key scenes and characters.",0.0034
"appoint individuals to faculty positions, and evaluate their performance.",0.0021
"appraise property values, assessing income potential when relevant.",0.023
"appraise, evaluate, and inventory real property and equipment, recording information such as the description, value, and location of property.",0.0067
"arrange and conduct sports-related activities, such as training camps, skill-improvement courses, clinics, and pre-season try-outs.",0.002
"arrange and mount typeset material and illustrations into paste-ups for printing reproduction, based on artists' or editors' layouts.",0.0021
"arrange conference, meeting, or travel reservations for office personnel.",0.0141
"arrange financing of deals from sources such as financial institutions, agencies, or public or private companies.",0.0078
arrange for advertising or posting of job vacancies and notify eligible workers of position availability.,0.0341
"arrange for debt repayment or establish repayment schedules, based on customers' financial situations.",0.0036999999999999
"arrange for tour or expedition details such as accommodations, transportation, equipment, and the availability of medical personnel.",0.003
arrange interviews with people who can provide information about a story.,0.0022
arrange merchandise and sales promotion displays or issue sales promotion materials to customers.,0.0022
"arrange music composed by others, changing the music to achieve desired effects.",0.0049
"arrange tours, taxis, or restaurant reservations for customers.",0.0103
"ask questions in accordance with instructions to obtain various specified information, such as person's name, address, age, religious preference, or state of residency.",0.0078999999999999
ask questions that will help clients identify their feelings and behaviors.,0.0208
"assemble and compile documents for loan closings, such as title abstracts, insurance forms, loan forms, and tax receipts.",0.004
assemble documentation packages and produce drawing sets which are checked by an engineer or an architect.,0.0048
"assess clients' overall financial situation by reviewing income, assets, debts, expenses, credit reports, or other financial information.",0.0045
"assess cost effectiveness of products, projects or services, tracking actual costs relative to bids as the project develops.",0.0041
"assess current or future customer needs and priorities through communicating directly with customers, conducting surveys, or other methods.",0.0034
assess existing facilities' needs for new or modified telecommunications systems.,0.0036
assess nature and extent of illness or injury to establish and prioritize medical procedures.,0.0015
"assess nutritional needs, diet restrictions and current health plans to develop and implement dietary-care plans and provide nutritional counseling.",0.0523
"assess or propose sustainability initiatives, considering factors such as cost effectiveness, technical feasibility, and acceptance.",0.0015999999999999
assess patients for risk of suicide attempts.,0.0045
assess patients' general physical appearance to make diagnoses.,0.0046999999999999
assess patients' mental and physical status based on the presenting symptoms and complaints.,0.0049
assess patients' response to treatments and modify treatments according to protocol if necessary.,0.0015
"assess performance following athletic competition, identifying strengths and weaknesses and making adjustments to improve future performance.",0.0053999999999999
"assess project feasibility by analyzing technology, resource needs, and market demand.",0.0109
assess risks to mitigate potential consequences of incidents and develop a plan to respond to incidents.,0.0182
"assess staffing needs and recruit staff, using methods such as newspaper advertisements or attendance at job fairs.",0.0034999999999999
assess students' dancing abilities to determine where improvement or change is needed.,0.0021
"assess the identity, strength, or purity of medications.",0.0212
assess the nature and level of threats so that the scope of the problem can be determined.,0.0101
assess the usefulness of pre-developed application packages and adapt them to a user environment.,0.3785
"assess training needs through surveys, interviews with employees, focus groups, or consultation with managers, instructors, or customer representatives.",0.0052
assign and grade class work and homework.,0.0087
assign or schedule tasks to meet work priorities and goals.,0.0028
assist clients in obtaining insurance reimbursements.,0.0034
"assist cooks and kitchen staff with various tasks as needed, and provide cooks with needed items.",0.0015
assist customers by providing information and resolving their complaints.,0.0804
"assist customers, such as responding to customer complaints and updating them about back-ordered parts.",0.0038
"assist engineers in the design, configuration, or application of robotic systems.",0.0121
"assist engineers to design or develop electrochemical devices, such as solid oxide membranes or other products for sustainable applications.",0.0024
assist faculty members or staff with student conferences.,0.0082
"assist in delivery, care, or feeding of infants.",0.0024
assist in laying out material for publication.,0.0121999999999999
assist in locating housing for displaced individuals.,0.0033
"assist in planning food budgets, using charts or sample budgets.",0.0053
"assist in the assessment, acquisition, or deployment of new electronic document management systems.",0.0093
assist individuals in filling out applications or questionnaires.,0.0018
"assist nanoscientists, engineers, or technologists in writing process specifications or documentation.",0.0025
"assist passengers in placing carry-on luggage in overhead, garment, or under-seat storage.",0.0019
assist patients in organizing their health care system activities.,0.0083
assist scientists or engineers in the conduct of photonic experiments.,0.0029
assist students who need extra help with their coursework outside of class.,1.9697
"assist students who need extra help, such as by tutoring and preparing and implementing remedial programs.",0.0034
attend investment briefings or consult financial media to stay abreast of relevant investment markets.,0.0021
attend meetings to record minutes.,0.0024
attend or view productions to maintain knowledge of available actors.,0.0065
"attend sales or trade meetings or read related publications to obtain information about market conditions, business trends, environmental regulations, or industry developments.",0.0069
"attend to the needs of the bereaved, such as by offering comfort, counseling, or after care programs.",0.0063999999999999
audition and interview performers to match their attributes to specific roles or to increase the pool of available acting talent.,0.0021
authenticate and appraise historical documents and archival materials.,0.0024
"author or publish professional articles, internal documents, and instructional materials.",0.0081
back up files from web sites to local directories for instant recovery in case of problems.,0.0018
back up network data.,0.0034999999999999
"bake, roast, broil, and steam meats, fish, vegetables, and other foods.",0.0112
"bleach, dye, or tint hair, using applicator or brush.",0.0021
"book transportation and hotel reservations, using computer terminal or telephone.",0.0015999999999999
"break systems into their component parts, assign numerical values to each component, and examine the mathematical relationships between them.",0.0393
"broadcast weather conditions, forecasts, or severe weather warnings to the public via television, radio, or the internet or provide this information to the news media.",0.0015999999999999
broadcast weather reports and warnings.,0.0023
build and update digital databases.,0.005
build or assemble robotic devices or systems.,0.0015999999999999
"build or repair cabinets, doors, frameworks, floors, or other wooden fixtures used in buildings, using woodworking machines, carpenter's hand tools, or power tools.",0.0019
buy merchandise or commodities for resale to wholesale or retail consumers.,0.0026999999999999
calculate amount of debt and funds available to plan methods of payoff and to estimate time for debt liquidation.,0.0264
"calculate amounts of required materials and estimate costs, based on surface measurements or work orders.",0.0034
"calculate and quote rates for tours, stocks, insurance policies, or other products or services.",0.004
calculate anticipated drug usage for a prescribed period.,0.0015999999999999
"calculate costs of materials, overhead, and other expenses, based on estimates, quotations and price lists.",0.0017
calculate costs or savings for water- or energy-efficient appliances or systems.,0.0039
"calculate dimensions or tolerances, using instruments such as micrometers or vernier calipers.",0.0044
"calculate figures, such as required amounts of labor or materials, manufacturing costs, or wages, using pricing schedules, adding machines, calculators, or computers.",0.0058
"calculate orbits and determine sizes, shapes, brightness, and motions of different celestial bodies.",0.011
"calculate purchase subtotals, taxes, and shipping costs for submission to customers.",0.0018
"calculate revenue, sales, and expenses, using financial accounting or spreadsheet software.",0.0039
"calculate, prepare, and issue bills, invoices, account statements, and other financial statements according to established procedures.",0.0068
"calculate, review, and correct errors on interest, principal, payment, and closing costs, using computers or calculators.",0.0049
calibrate data collection equipment.,0.0023
calibrate testing instruments.,0.0021
"calibrate, troubleshoot, or repair equipment and correct malfunctions as needed.",0.0031
"call on policyholders to deliver and explain policy, to analyze insurance program and suggest additions or changes, or to change beneficiaries.",0.0043
call on prospective customers to explain company services or to solicit new business.,0.0075
cancel orders based on customer requests or inventory or delivery problems.,0.0028
"care for children or elderly persons by overseeing their activities, providing companionship, and assisting them with dressing, bathing, eating, and other needs.",0.0056
change dressings on wounds.,0.0031
check adhesives to ensure that they will work and will remain durable.,0.002
"check air pressure in vehicle tires; and levels of fuel, motor oil, transmission, radiator, battery, and other fluids; and add air, oil, water, or other fluids, as required.",0.0026999999999999
check and analyze operating system or application logfiles regularly to verify proper system performance.,0.0021
"check completed work for spelling, grammar, punctuation, and format.",0.0152
"check construction plans, design calculations, or cost estimations to ensure completeness, accuracy, or conformity to engineering standards or practices.",0.003
"check data input or verify totals on forms prepared by others to detect errors in arithmetic, data entry, or procedures.",0.0083
"check electrical installation for proper wiring, polarity, grounding, or integrity of terminations.",0.0060999999999999
check identification of customers to verify age requirements for purchase of alcohol.,0.0015999999999999
check import or export documentation to determine cargo contents and use tariff coding system to classify goods according to fee or tariff group.,0.0021
"check original texts or confer with authors to ensure that translations retain the content, meaning, and feeling of the original material.",0.0044
"check reference materials, such as books, news files, or public records, to obtain relevant facts.",0.0121999999999999
"check the condition of a vehicle's tires, brakes, windshield wipers, lights, oil, fuel, water, and safety equipment to ensure that everything is in working order.",0.0021
check translations of technical terms and terminology to ensure that they are accurate and remain consistent throughout translation revisions.,0.0044
"choose subject matter and suitable form to express personal feelings and experiences or ideas, or to narrate stories or events.",0.0073
classify and catalog items according to content and purpose.,0.0062
"classify, record, and summarize numerical and financial data to compile and keep financial records, using journals and ledgers or computers.",0.0501
clean or prepare various foods for cooking or serving.,0.002
"clean, cut, and cook meat, fish, or poultry.",0.0042
coach client representatives in effective communication with the public or with employees.,0.0185
coach senior executives and managers on leadership and performance.,0.0157
"code, evaluate, or interpret collected study data.",0.0225
collaborate with artists to achieve appropriate visual style.,0.0051
collaborate with colleagues and community agencies to address teaching and research issues.,0.0026
collaborate with colleagues to address teaching and research issues.,0.0085
"collaborate with colleagues to exchange information, such as selling strategies or marketing information.",0.0056
collaborate with committees or individuals to address financial or administrative issues pertaining to congregations.,0.0026
collaborate with computer manufacturers and other users to develop new programming methods.,0.0065
collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,0.0052
"collaborate with graphic artists, editors and writers to produce master copies according to design specifications.",0.0053999999999999
"collaborate with investigators to prepare presentations or reports of clinical study procedures, results, and conclusions.",0.0026999999999999
collaborate with management or users to develop e-commerce strategies and to integrate these strategies with web sites.,0.0474
"collaborate with members of the business community to improve programs, to develop new programs, and to provide student access to learning opportunities such as internships.",0.0015
collaborate with other health care professionals to develop and revise treatment plans based on identified needs and assessment data.,0.002
"collaborate with other managers or staff members to formulate and implement policies, procedures, goals, or objectives.",0.0025
collaborate with other marketing staff to integrate and complement marketing strategies across multiple sales channels.,0.0018
"collaborate with other researchers in the planning, implementation, and evaluation of surveys.",0.0023
"collaborate with other teachers and administrators in the development, evaluation, and revision of preschool programs.",0.005
collaborate with others in the organization to ensure successful implementation of chosen problem solutions.,0.0045
collaborate with research workers in other disciplines.,0.0048
"collaborate with sales teams to understand customer requirements, to promote the sale of company products, and to provide sales support.",0.0057
collaborate with search engine shopping specialists to place marketing content in desired online locations.,0.0263
collaborate with senior managers and decision makers to identify and solve a variety of problems and to clarify management objectives.,0.0527
"collaborate with social service and health care professionals to advise individuals and families on home management practices such as budget planning, meal preparation, and time management.",0.004
"collaborate with students, parents, teachers, school administrators, or counselors to determine student needs, develop tutoring plans, or assess student progress.",0.0026999999999999
"collaborate with system architects, software architects, design analysts, and others to understand business or industry requirements.",0.0715
"collaborate with web, multimedia, or art design staffs to create multimedia web sites or other internet content that conforms to brand and company visual format.",0.0311
"collaborate with writers who create ideas, stories, or captions that are combined with artists' work.",0.0015999999999999
"collect and analyze data on customer demographics, preferences, needs, and buying habits to identify potential markets and factors affecting product demand.",0.0949
"collect and analyze data to detect deficient controls, duplicated effort, extravagance, fraud, or non-compliance with laws, regulations, and management policies.",0.0031999999999999
"collect and analyze data to evaluate the effectiveness of academic programs and other services, such as behavioral management systems.",0.0174999999999999
"collect and analyze data, such as studying old records, tallying the number of outpatients entering each day or week, or participating in federal, state, or local population surveys as a census enumerator.",0.003
collect and analyze relevant data to identify real estate market trends.,0.0015999999999999
"collect and analyze security data to determine security needs, security program goals, or program accomplishments.",0.0049
"collect and analyze survey data, regulatory information, and data on demographic and employment trends to forecast enrollment patterns and curriculum change needs.",0.0039
"collect and analyze survey data, regulatory information, and demographic and employment trends to forecast enrollment patterns and the need for curriculum changes.",0.0057
