task,directive,feedback_loop,learning,none,not_classified,task_iteration,validation
"advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",,,,,1.0,,
advise clients on financial and legal matters such as investments and taxes.,0.46969696969696967,,0.2651515151515152,0.13636363636363635,0.1287878787878788,,
advise clients on how they could be helped by counseling.,0.3064516129032258,,,0.3548387096774194,0.3387096774193548,,
"advise clients on market conditions, prices, mortgages, legal requirements and related matters.",0.6049382716049383,,0.102880658436214,0.13991769547325103,0.03292181069958848,0.11934156378600823,
advise corporations on issues involving corporate image projects or problems.,,,,,1.0,,
"advise customers concerning equipment operation, maintenance, or programming.",,,,,1.0,,
advise customers of necessary actions and strategies for debt repayment.,0.6,,,,0.4,,
"advise farmers and demonstrate techniques in areas such as feeding and health maintenance of livestock, growing and harvesting practices, and financial planning.",,,,,1.0,,
"advise food service managers and organizations on sanitation, safety procedures, menu development, budgeting, and planning to assist with the establishment, operation, and evaluation of food service facilities and nutrition programs.",,,,,1.0,,
"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",0.5813953488372092,,,,0.4186046511627907,,
"advise management regarding customer satisfaction, product performance, or suggestions for product improvements.",0.8823529411764706,,,,0.1176470588235294,,
advise or assist in obtaining patents or meeting other legal requirements.,0.8333333333333335,,,,0.16666666666666663,,
"advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",0.5245901639344263,,,,0.47540983606557374,,
"advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",,,0.6,,0.4,,
"advise retail customers or internal users on the appropriateness of parts, supplies, or materials requested.",0.8333333333333335,,,,0.16666666666666663,,
advise students on academic and vocational curricula and on career issues.,0.4392523364485982,,0.23364485981308408,,0.056074766355140186,0.27102803738317754,
"advise students on academic and vocational curricula, and on career issues.",,,,,1.0,,
"advise students on issues such as course selection, progress toward graduation, and career decisions.",,,,,1.0,,
analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.,0.7818181818181819,,,,0.21818181818181817,,
analyze and classify risks and investments to determine their potential impacts on companies.,0.8712574850299402,,,,0.06287425149700598,0.0658682634730539,
analyze and evaluate robotic systems or prototypes.,0.5,,,,0.5,,
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",0.6428571428571429,0.022527472527472527,0.009890109890109888,0.19890109890109892,,0.023626373626373626,0.10219780219780221
analyze and interpret data to increase the understanding of human social behavior.,0.7831325301204819,,,,0.21686746987951808,,
analyze and interpret news and information received from various sources to broadcast the information.,0.9207920792079208,,,,0.07920792079207921,,
"analyze and interpret patient, nursing, or information systems data to improve nursing services.",0.8166666666666668,,,,0.1833333333333333,,
"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",0.5531914893617021,,,,0.44680851063829785,,
"analyze and interpret results from tests such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (fnas), and polymerase chain reactions (pcrs).",0.42,,,,0.28,,0.3
analyze and modify compensation and benefits policies to establish competitive programs and ensure compliance with legal requirements.,,,,,1.0,,
"analyze and recommend chemical, biological, or other wastewater treatment methods to prepare water for industrial or domestic use.",,,,,1.0,,
"analyze and record test data to issue reports that use charts, graphs, or narratives.",0.5514285714285714,,,0.13142857142857142,0.04,0.045714285714285714,0.23142857142857143
analyze and report computer network security breaches or attempted breaches.,0.6791171477079796,0.026740237691001697,,0.14728353140916808,0.0055178268251273345,0.019949066213921906,0.12139219015280135
"analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans.",0.7631578947368421,,,,0.23684210526315788,,
analyze available data and consult with other scientists to determine parameters of experimentation and suitability of analytical models.,0.6111111111111112,,,,0.38888888888888895,,
"analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.",0.5555555555555556,,,,0.4444444444444444,,
"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",0.7131147540983607,,,,0.13934426229508196,0.14754098360655735,
analyze characteristics of animals to identify and classify them.,0.8483412322274881,,,,0.15165876777251183,,
analyze clinical data using appropriate statistical tools.,0.8181818181818182,,,,0.18181818181818182,,
"analyze compensation policies, government regulations, and prevailing wage rates to develop competitive compensation plan.",,,,,1.0,,
"analyze competitive market strategies through analysis of related product, market, or share trends.",0.7894736842105263,,,,0.21052631578947367,,
analyze completed police reports to determine what additional information and investigative work is needed.,0.8076923076923077,,,,0.19230769230769237,,
"analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",0.748015873015873,,,0.10317460317460317,0.029761904761904757,0.04960317460317461,0.06944444444444445
analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.,0.6857142857142857,,,,0.3142857142857143,,
"analyze data from surveys, old records, or case studies, using statistical software.",0.6326530612244898,,,0.17006802721088435,0.09523809523809523,,0.10204081632653059
"analyze data such as interview notes, test results, and reference manuals to identify symptoms and to diagnose the nature of clients' problems.",0.5892857142857143,,,,0.07142857142857142,0.3392857142857143,
analyze data to assess distance learning program status or to inform decisions for distance learning programs.,0.8675496688741721,,,,0.13245033112582782,,
analyze data to determine answers to questions from customers or members of the public.,0.847457627118644,,,0.062146892655367235,0.007532956685499058,0.04143126177024483,0.04143126177024483
analyze data to determine feasibility of product proposals.,0.8387096774193549,,,,0.16129032258064516,,
analyze details of sales territories to assess their growth potential and to set quotas.,0.8979591836734694,,,,0.10204081632653059,,
"analyze determinants responsible for specific inherited traits, and devise methods for altering traits or producing new traits.",0.625,,,,0.375,,
analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,0.8387096774193549,,,,0.16129032258064516,,
"analyze electronics system requirements, capacity, cost, or customer needs to determine project feasibility.",0.6923076923076923,,,,0.3076923076923077,,
analyze employment-related data and prepare required reports.,0.8805970149253731,,,,0.11940298507462685,,
analyze energy bills including utility rates or tariffs to gather historical energy usage data.,0.8333333333333335,,,,0.16666666666666663,,
analyze equipment performance records to assess equipment functioning.,0.4088050314465409,,,0.27044025157232704,0.11320754716981131,0.11320754716981131,0.09433962264150944
"analyze expenditures and other financial information to develop plans, policies, or budgets for increasing profits or improving services.",0.625,,,,0.375,,
analyze experimental data and interpret results to write reports and summaries of findings.,0.47099447513812154,0.03729281767955801,0.024861878453038676,0.1982044198895028,,0.106353591160221,0.162292817679558
"analyze financial data to detect irregularities in areas such as billing trends, financial relationships, and regulatory compliance procedures.",0.6896551724137931,,,,0.3103448275862069,,
analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,0.7784431137724552,,0.03792415169660679,0.06786427145708583,0.03992015968063872,0.07584830339321358,
analyze financial or operational performance of companies facing financial difficulties to identify or recommend remedies.,0.6753246753246753,,,,0.12987012987012983,0.19480519480519484,
"analyze geographic information systems (gis) data to identify spatial relationships or display results of analyses, using maps, graphs, or tabular data.",0.8018867924528302,,,,0.1981132075471698,,
analyze information gathered by investigation and report findings and recommendations.,0.8913043478260869,,,,0.10869565217391304,,
analyze information obtained from management to conceptualize and define operational problems.,0.7299813780260708,,,0.0633147113594041,0.03910614525139665,0.13966480446927373,0.027932960893854747
"analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling and information engineering.",0.5220125786163522,,0.169811320754717,0.1949685534591195,0.11320754716981131,,
"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",0.554945054945055,,0.17032967032967034,0.17857142857142858,0.049450549450549455,,0.046703296703296704
"analyze information to determine, recommend, and plan installation of a new system or modification of an existing system.",0.4713375796178344,,,0.21019108280254778,0.15286624203821655,0.16560509554140126,
"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",0.4945295404814004,0.05762217359591539,0.1436907366885485,0.1838074398249453,,0.10576221735959151,0.014587892049598834
analyze laboratory findings to check the accuracy of the results.,0.1463414634146341,,,0.21951219512195125,0.06504065040650407,,0.5691056910569106
analyze market conditions to determine optimum times to execute securities transactions.,0.8502865329512894,0.04011461318051576,,0.03581661891117478,0.0071633237822349575,0.03151862464183381,0.03510028653295129
"analyze menus or recipes, standardize recipes, or test new products.",0.88,,,,0.12,,
"analyze network data to determine network usage, disk space availability, or server function.",0.6857142857142857,,,,0.3142857142857143,,
"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",0.6953068592057761,0.02743682310469314,0.023104693140794223,0.04115523465703971,,0.17906137184115523,0.03393501805054152
analyze or evaluate dental needs to determine changes or trends in patterns of dental disease.,0.826086956521739,,,,0.17391304347826086,,
"analyze or interpret logistics data involving customer service, forecasting, procurement, manufacturing, inventory, transportation, or warehousing.",0.883248730964467,,,,0.116751269035533,,
"analyze or manipulate bioinformatics data using software packages, statistical applications, or data mining techniques.",0.8333333333333335,,,,0.16666666666666663,,
analyze or synthesize client data to draw conclusions or make recommendations for therapy.,0.4444444444444444,,,,0.1111111111111111,0.4444444444444444,
"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",0.3572659391154509,0.010913268236645606,0.02986789201608272,0.29982768523836884,,0.2665134979896612,0.03561171740379093
"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",0.676485027000491,0.007854688267059401,0.043200785468826705,0.13451153657339224,,0.027000490918016692,0.11094747177221403
analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles.,0.8461538461538461,,,,0.15384615384615383,,
analyze patrons' requests to determine needed information and assist in furnishing or locating that information.,0.41509433962264164,,0.4339622641509434,,0.1509433962264151,,
"analyze performance data to determine effectiveness of instructional systems, courses, or instructional materials.",0.5074074074074074,,,,0.06296296296296296,0.0962962962962963,0.33333333333333326
analyze potential loan markets and develop referral networks to locate prospects for loans.,0.8495575221238938,,,,0.1504424778761062,,
analyze potential loan markets to find opportunities to promote loans and financial services.,0.84,,,,0.16,,
analyze prescribing trends to monitor patient compliance and to prevent excessive usage or harmful interactions.,0.6551724137931035,,,,0.3448275862068966,,
"analyze price proposals, financial reports, and other data and information to determine reasonable prices.",,,,,1.0,,
analyze problems to develop solutions involving computer hardware and software.,0.3829787234042554,,,,0.6170212765957447,,
analyze product complaints and make recommendations regarding their reportability.,0.625,,,,0.375,,
"analyze records, reports, test results, or examination information to diagnose medical condition of patient.",0.7461538461538462,,,,0.25384615384615383,,
"analyze regional energy markets, including energy pricing, market structures, energy generation competition, and energy transmission constraints.",,,,,1.0,,
"analyze research data to determine its significance, using computers.",0.4705882352941176,,,0.20098039215686278,0.04901960784313726,0.12254901960784313,0.15686274509803919
analyze statistical data and reports to identify and determine causes of personnel problems and develop recommendations for improvement of organization's personnel policies and practices.,0.9166666666666665,,,,0.08333333333333331,,
analyze system performance or operational requirements.,0.43358946212952804,0.06366630076838639,0.06750823271130625,0.2722283205268935,,0.07738748627881449,0.08562019758507136
analyze target companies or investment opportunities to inform investment decisions.,0.8641810918774966,,,0.019973368841544607,0.022636484687083888,0.07190412782956059,0.02130492676431425
"analyze test data for automotive systems, subsystems, or component parts.",,,,,1.0,,
"analyze test data, making computations as necessary, to determine test results.",0.421195652173913,,,0.1983695652173913,0.02717391304347826,0.043478260869565216,0.3097826086956521
analyze the effectiveness of marketing tactics or channels.,0.8714285714285714,,,,0.12857142857142856,,
"analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",,,,,1.0,,
"analyze the layout, instrumentation, or function of electrical generation or transmission facilities.",0.640625,,,,0.359375,,
"analyze the probable outcomes of cases, using knowledge of legal precedents.",0.55,,,,0.45,,
"analyze training needs to design employee development, language training and health and safety programs.",,,,,1.0,,
analyze training needs to develop new training programs or modify and improve existing programs.,1.0,,,,,,
"analyze trends in sales prices, construction costs, and rents, to assess property values or determine the accuracy of assessments.",0.7560975609756098,,,,0.24390243902439024,,
analyze user needs and recommend appropriate hardware.,0.8076923076923077,,,,0.19230769230769237,,
analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,0.5269972808494109,0.02473132202511977,0.16858733652725624,0.18639129871811477,,0.07238119901592645,0.020911562864171954
"analyze, interpret, or create graphical representations of energy data, using engineering software.",0.6715686274509803,,0.08333333333333331,0.09313725490196081,0.15196078431372548,,
"analyze, interpret, or disseminate system performance data.",0.4725190839694656,0.04198473282442748,0.06259541984732825,0.2824427480916031,,0.07251908396946564,0.06793893129770992
answer applicants' questions about benefits and claim procedures.,0.65,,,,0.35,,
answer clients' questions about the purposes and details of financial plans and strategies.,0.5446428571428571,,0.19642857142857142,,0.2589285714285714,,
"answer customer inquiries or explain cost, availability, policies, and procedures of facilities.",0.8421052631578947,,,,0.15789473684210525,,
answer customers' questions about merchandise and advise customers on merchandise selection.,0.8345070422535211,,0.0915492957746479,0.05633802816901409,0.017605633802816902,,
"answer customers' questions about products, prices, availability, or credit terms.",0.7257240204429302,0.014480408858603069,0.1950596252129472,0.036626916524701875,0.005110732538330494,0.022998296422487227,
"answer customers' questions about products, prices, availability, product uses, and credit terms.",0.6876267748478702,,0.23123732251521298,0.034482758620689655,0.014198782961460443,0.032454361054766734,
"answer customers' questions, and explain available services such as deposit accounts, bonds, and securities.",0.7407407407407408,,,,0.25925925925925924,,
"answer customers' questions, and provide information on procedures or policies.",0.5453065653825285,0.037438958220293,0.1985892566467716,0.18231144872490504,,0.013022246337493215,0.02333152468800868
"answer incoming calls, greeting callers, providing information, transferring calls or taking messages as necessary.",0.3969465648854962,,,0.5877862595419848,0.015267175572519085,,
"answer inquiries concerning the progress of medical cases, within the limits of confidentiality laws.",0.5897435897435898,,,,0.41025641025641024,,
"answer inquiries from current or prospective customers regarding methods, materials, or price ranges.",0.5,,,0.425287356321839,0.07471264367816093,,
answer inquiries from the public concerning animal control operations.,,,,0.6875,0.3125,,
"answer inquiries pertaining to hotel policies and services, and resolve occupants' complaints.",0.7222222222222221,,,,0.2777777777777778,,
"answer inquiries pertaining to hotel services, guest registration, and travel directions, or make recommendations regarding shopping, dining, or entertainment.",0.7867298578199052,,,0.11848341232227488,0.09478672985781991,,
"answer inquiries regarding information such as schedules, accommodations, procedures, and policies.",0.6124260355029586,,0.11834319526627221,0.24852071005917162,0.020710059171597642,,
answer inquiries regarding shipping or mailing policies.,,,,,1.0,,
answer patients' calls and determine how to assist them.,,,,,1.0,,
answer questions about game rules and casino policies.,0.76,,,,0.24,,
answer questions about game rules or casino policies.,0.7619047619047619,,,,0.23809523809523805,,
answer questions about product features and benefits.,0.7458033573141488,,0.2134292565947242,,0.0407673860911271,,
answer questions about records or files.,0.7407407407407408,,,,0.25925925925925924,,
answer questions from the public and media.,0.7454545454545455,,,,0.2545454545454545,,
"answer questions regarding examinations, eligibility, salaries, benefits, and other pertinent information.",0.5416666666666665,,0.41666666666666674,,0.04166666666666666,,
answer questions regarding the store and its merchandise.,0.47916666666666674,,,0.33333333333333326,0.1875,,
"answer routine telephone or in-person reference inquiries, referring patrons to librarians for further assistance, when necessary.",,,,,1.0,,
answer telephone calls and respond to inquiries or transfer calls.,0.5522388059701493,,,0.417910447761194,0.02985074626865672,,
answer telephone calls from potential customers who have been solicited through advertisements.,,,,,1.0,,
"answer telephone calls to take messages, answer questions, and provide information during non-business hours or when switchboard is closed.",,,,,1.0,,
answer telephones and direct calls to appropriate staff.,0.6068965517241379,,,0.3793103448275862,0.013793103448275864,,
"answer telephones and give information to callers, take messages, or transfer calls to appropriate individuals.",0.4465290806754221,,,0.5196998123827392,0.03377110694183865,,
answer telephones and schedule appointments.,0.6538461538461539,,,,0.34615384615384615,,
"answer telephones, and route calls or deliver messages.",0.5813953488372092,,,0.4186046511627907,,,
"answer telephones, direct calls, and take messages.",0.4256410256410256,,,0.5487179487179489,0.02564102564102564,,
"answer telephones, responding to questions or requests.",,,,0.7976190476190478,0.2023809523809524,,
answer user inquiries regarding computer software or hardware operation to resolve problems.,0.4787234042553192,,0.20212765957446804,,0.31914893617021284,,
apply customer feedback to service improvement efforts.,0.6403508771929824,,,,0.22807017543859648,,0.13157894736842105
apply insurance rating systems.,0.8333333333333335,,,,0.16666666666666663,,
"apply mathematical or statistical techniques to address practical issues in finance, such as derivative valuation, securities trading, risk management, or financial market regulation.",0.7272727272727273,,,,0.2727272727272727,,
"apply relevant laws, regulations, policies, or precedents to reach conclusions.",0.6428571428571429,,,,0.35714285714285715,,
"appraise property values, assessing income potential when relevant.",0.8979591836734694,,,,0.10204081632653059,,
"appraise, evaluate, and inventory real property and equipment, recording information such as the description, value, and location of property.",0.8962264150943396,,,,0.10377358490566041,,
"arrange conference, meeting, or travel reservations for office personnel.",0.88,,,,0.12,,
"arrange financing of deals from sources such as financial institutions, agencies, or public or private companies.",0.7659574468085107,,,,0.23404255319148937,,
arrange for advertising or posting of job vacancies and notify eligible workers of position availability.,0.8803418803418803,,,,0.11965811965811966,,
"arrange for debt repayment or establish repayment schedules, based on customers' financial situations.",0.68,,,,0.32,,
"arrange tours, taxis, or restaurant reservations for customers.",0.6666666666666665,,,,0.33333333333333326,,
"ask questions in accordance with instructions to obtain various specified information, such as person's name, address, age, religious preference, or state of residency.",0.7239583333333335,,,0.20833333333333337,0.06770833333333333,,
ask questions that will help clients identify their feelings and behaviors.,,,0.3294117647058823,0.4235294117647059,0.24705882352941178,,
"assemble and compile documents for loan closings, such as title abstracts, insurance forms, loan forms, and tax receipts.",0.949748743718593,,,,0.05025125628140704,,
"assess clients' overall financial situation by reviewing income, assets, debts, expenses, credit reports, or other financial information.",0.7083333333333335,,,,0.2916666666666667,,
assess companies as investments for clients by examining company facilities.,,,,,1.0,,
"assess cost effectiveness of products, projects or services, tracking actual costs relative to bids as the project develops.",,,,,1.0,,
"assess current or future customer needs and priorities through communicating directly with customers, conducting surveys, or other methods.",0.7627118644067796,,,,0.23728813559322035,,
"assess effectiveness and efficiency of instruction according to ease of instructional technology use and student learning, knowledge transfer, and satisfaction.",0.5,,,,0.5,,
assess employee performance.,,,,,1.0,,
"assess nutritional needs, diet restrictions and current health plans to develop and implement dietary-care plans and provide nutritional counseling.",0.6666666666666665,,,,0.33333333333333326,,
assess patients for risk of suicide attempts.,,,,,1.0,,
"assess performance following athletic competition, identifying strengths and weaknesses and making adjustments to improve future performance.",0.5135135135135135,,,,0.4864864864864865,,
assess risks to mitigate potential consequences of incidents and develop a plan to respond to incidents.,0.6442953020134228,,,0.0738255033557047,0.033557046979865765,0.050335570469798654,0.19798657718120805
"assess staffing needs and recruit staff, using methods such as newspaper advertisements or attendance at job fairs.",,,,,1.0,,
"assess the identity, strength, or purity of medications.",0.8205128205128205,,,,0.1794871794871795,,
assess the nature and level of threats so that the scope of the problem can be determined.,0.5299455535390201,,,0.03992740471869329,0.0054446460980036296,0.09255898366606169,0.33212341197822143
assess the usefulness of pre-developed application packages and adapt them to a user environment.,0.6994939665239392,0.03892565200467108,0.1296224211755547,0.08563643441027637,,0.031140521603736863,0.01518100428182172
"assess training needs through surveys, interviews with employees, focus groups, or consultation with managers, instructors, or customer representatives.",0.575,,,,0.425,,
assign and grade class work and homework.,,,,,1.0,,
"assign and review the work of systems analysts, programmers, and other computer-related workers.",0.7368421052631579,,,,0.2631578947368421,,
assign or schedule tasks to meet work priorities and goals.,0.7708333333333335,,,,0.22916666666666663,,
"assign work to employees, based on material or worker requirements of specific jobs.",0.7,,,,0.3,,
"assign, coordinate, and review work and activities of programming personnel.",,,,,1.0,,
assist customers by providing information and resolving their complaints.,0.535483870967742,0.14193548387096774,,0.13548387096774195,0.1870967741935484,,
"assist customers, such as responding to customer complaints and updating them about back-ordered parts.",0.7307692307692306,,,,0.2692307692307692,,
assist in laying out material for publication.,0.7916666666666665,,,,0.20833333333333337,,
assist in selection of financial award candidates using electronic databases to certify loan eligibility.,,,,,1.0,,
"assist in the assessment, acquisition, or deployment of new electronic document management systems.",0.85,,,,0.15,,
assist patients in organizing their health care system activities.,0.7377049180327869,,,,0.26229508196721313,,
assist students who need extra help with their coursework outside of class.,0.3003908431044109,0.03573422668900056,0.3774427694025684,0.0943606923506421,,0.13512004466778335,0.056951423785594646
attempt to sell additional merchandise or services to prospective or current customers by telephone or through visits.,,,,,1.0,,
attend investment briefings or consult financial media to stay abreast of relevant investment markets.,1.0,,,,,,
attend meetings to record minutes.,0.9583333333333335,,,,0.04166666666666666,,
"attend sales or trade meetings or read related publications to obtain information about market conditions, business trends, environmental regulations, or industry developments.",0.9090909090909091,,,,0.09090909090909091,,
"attend to the needs of the bereaved, such as by offering comfort, counseling, or after care programs.",0.40540540540540543,,,0.4864864864864865,0.1081081081081081,,
authorize payment of invoices or return of merchandise.,0.8888888888888888,,,,0.1111111111111111,,
back up files from web sites to local directories for instant recovery in case of problems.,,,,,1.0,,
back up network data.,,,,,1.0,,
"book transportation and hotel reservations, using computer terminal or telephone.",0.8888888888888888,,,,0.1111111111111111,,
"break systems into their component parts, assign numerical values to each component, and examine the mathematical relationships between them.",0.2153179190751445,0.04913294797687861,0.04190751445086705,0.2947976878612717,,0.3468208092485549,0.05202312138728324
build and update digital databases.,0.7916666666666665,,,,0.20833333333333337,,
"buy or sell stocks, bonds, commodity futures, foreign currencies, or other securities on behalf of investment dealers.",0.7640845070422535,0.14788732394366197,,0.07746478873239436,0.01056338028169014,,
calculate amount of debt and funds available to plan methods of payoff and to estimate time for debt liquidation.,,,,,1.0,,
"calculate amounts of required materials and estimate costs, based on surface measurements or work orders.",0.5,,,,0.5,,
"calculate dimensions or tolerances, using instruments such as micrometers or vernier calipers.",,,,,1.0,,
"calculate orbits and determine sizes, shapes, brightness, and motions of different celestial bodies.",,,,0.2987012987012987,0.3246753246753247,0.37662337662337664,
calculate premiums and establish payment method.,0.8518518518518519,,,,0.1481481481481481,,
"calculate revenue, sales, and expenses, using financial accounting or spreadsheet software.",0.7727272727272727,,,,0.22727272727272727,,
"calculate, review, and correct errors on interest, principal, payment, and closing costs, using computers or calculators.",,,,,1.0,,
calibrate data collection equipment.,,,,,1.0,,
"calibrate, validate, or maintain laboratory equipment.",,,,,1.0,,
call by telephone to deliver verbal messages.,0.7586206896551724,,,,0.24137931034482762,,
"call on policyholders to deliver and explain policy, to analyze insurance program and suggest additions or changes, or to change beneficiaries.",0.7903225806451613,,,,0.20967741935483872,,
call on prospective customers to explain company services or to solicit new business.,0.8855633802816901,,,0.08274647887323944,0.03169014084507042,,
cancel orders based on customer requests or inventory or delivery problems.,0.8785046728971964,,,,0.12149532710280374,,
"care for children or elderly persons by overseeing their activities, providing companionship, and assisting them with dressing, bathing, eating, and other needs.",0.6,,,,0.4,,
check and analyze operating system or application logfiles regularly to verify proper system performance.,0.592964824120603,,,0.2939698492462312,0.11306532663316585,,
"check completed work for spelling, grammar, punctuation, and format.",0.3013698630136986,,,,0.3150684931506849,0.3835616438356164,
"check construction plans, design calculations, or cost estimations to ensure completeness, accuracy, or conformity to engineering standards or practices.",,,,,1.0,,
"check data input or verify totals on forms prepared by others to detect errors in arithmetic, data entry, or procedures.",0.4782608695652174,,,,0.14492753623188406,,0.3768115942028986
"check electrical installation for proper wiring, polarity, grounding, or integrity of terminations.",0.8125,,,,0.1875,,
check import or export documentation to determine cargo contents and use tariff coding system to classify goods according to fee or tariff group.,0.7941176470588235,,,,0.20588235294117646,,
"check reference materials, such as books, news files, or public records, to obtain relevant facts.",0.7070707070707072,,,,0.29292929292929293,,
check translations of technical terms and terminology to ensure that they are accurate and remain consistent throughout translation revisions.,,,,,1.0,,
"choose subject matter and suitable form to express personal feelings and experiences or ideas, or to narrate stories or events.",0.7407407407407408,,,,0.25925925925925924,,
classify and catalog items according to content and purpose.,0.9201520912547528,,0.007604562737642585,0.032953105196451206,0.003802281368821292,0.017743979721166033,0.017743979721166033
"classify, record, and summarize numerical and financial data to compile and keep financial records, using journals and ledgers or computers.",0.8725247524752475,0.03217821782178218,,0.025990099009900992,0.03094059405940594,0.03836633663366337,
coach client representatives in effective communication with the public or with employees.,0.5573770491803278,,,,0.19672131147540983,0.2459016393442623,
coach senior executives and managers on leadership and performance.,0.6870229007633588,,,,0.3129770992366413,,
code data in preparation for computer entry.,0.9322381930184804,,,0.039014373716632446,0.028747433264887063,,
"code data prior to computer entry, using lists of codes.",0.9193758127438233,,,0.053315994798439535,0.027308192457737322,,
"code, evaluate, or interpret collected study data.",0.7127444369521241,,,0.09979770734996629,0.015509103169251517,0.020229265003371542,0.15171948752528658
collaborate with artists to achieve appropriate visual style.,0.7704918032786885,,,,0.22950819672131142,,
"collaborate with colleagues to exchange information, such as selling strategies or marketing information.",0.8834951456310679,,,,0.11650485436893204,,
collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,,,,,1.0,,
"collaborate with graphic artists, editors and writers to produce master copies according to design specifications.",0.6226415094339622,,,,0.37735849056603776,,
collaborate with management or users to develop e-commerce strategies and to integrate these strategies with web sites.,0.7267080745341616,,,,0.2732919254658385,,
collaborate with other actors as part of an ensemble.,0.46666666666666656,,,,0.5333333333333333,,
"collaborate with other teachers and administrators in the development, evaluation, and revision of preschool programs.",,,,,1.0,,
"collaborate with sales teams to understand customer requirements, to promote the sale of company products, and to provide sales support.",0.8685714285714287,,,,0.13142857142857142,,
collaborate with search engine shopping specialists to place marketing content in desired online locations.,0.8,,,,0.2,,
collaborate with senior managers and decision makers to identify and solve a variety of problems and to clarify management objectives.,,,,,1.0,,
"collaborate with system architects, software architects, design analysts, and others to understand business or industry requirements.",0.36144578313253006,0.041499330655957165,0.1753681392235609,0.25568942436412323,,0.14190093708165996,0.024096385542168683
