task_name,pct
evaluate and approve proposals for sustainability projects considering factors such as cost effectiveness technical feasibility and integration with other initiatives,0
develop or oversee the development of marketing or outreach media for sustainability projects or events,0
develop or oversee the development of sustainability evaluation or monitoring systems,0
create and maintain sustainability program documents such as schedules and budgets,0
direct sustainability program operations to ensure compliance with environmental or governmental regulations,0
identify educational training or other development opportunities for sustainability employees or volunteers,0
develop sustainability reports presentations or proposals for supplier employee academia media government public interest or other groups,0
review sustainability program objectives progress or status to ensure compliance with policies standards regulations or laws,0
formulate or implement sustainability campaign or marketing strategies,0
identify and evaluate pilot projects or programs to enhance the sustainability research agenda,0
conduct sustainability or environmentrelated risk assessments,0
write project proposals grant applications or other documents to pursue funding for environmental initiatives,0
write and distribute financial or environmental impact reports,0
review financial statements sales or activity reports or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement,0
direct and coordinate activities of businesses or departments concerned with the production pricing sales or distribution of products,0
direct administrative activities directly related to making products or providing services,0
prepare staff work schedules and assign specific duties,0
monitor suppliers to ensure that they efficiently and effectively provide needed goods or services within budgetary limits,0
direct or coordinate financial or budget activities to fund operations maximize investments or increase efficiency,0
establish or implement departmental policies goals objectives or procedures in conjunction with board members organization officials or staff members,0
perform personnel functions such as selection training or evaluation,0
plan or direct activities such as sales promotions that require coordination with other department managers,0
set prices or credit terms for goods or services based on forecasts of customer demand,0
manage the movement of goods into and out of production facilities to ensure efficiency effectiveness or sustainability of operations,0
perform sales floor work such as greeting or assisting customers stocking shelves or taking inventory,0
develop or implement productmarketing strategies including advertising campaigns or sales promotions,0
recommend locations for new facilities or oversee the remodeling or renovating of current facilities,0
implement or oversee environmental management or sustainability programs addressing issues such as recycling conservation or waste management,0
direct nonmerchandising departments of businesses such as advertising or purchasing,0
plan store layouts or design displays,0
analyze and understand the local and national implications of proposed legislation,0
appoint nominees to leadership posts or approve such appointments,0
confer with colleagues to formulate positions and strategies pertaining to pending issues,0
debate the merits of proposals and bill amendments during floor sessions following the appropriate rules of procedure,0
develop expertise in subject matters related to committee assignments,0
hear testimony from constituents representatives of interest groups board and commission members and others with an interest in bills or issues under consideration,0
keep abreast of the issues affecting constituents by making personal visits and phone calls reading local newspapers and viewing or listening to local broadcasts,0
maintain knowledge of relevant national and international current events,0
make decisions that balance the perspectives of private citizens public officials and party leaders,0
negotiate with colleagues or members of other political parties in order to reconcile differing interests and to create policies and agreements,0
prepare drafts of amendments government policies laws rules regulations budgets programs and procedures,0
read and review concerns of constituents or the general public and determine if governmental action is necessary,0
represent their parties in negotiations with political executives or members of other parties and when speaking with the media,0
review bills in committee and make recommendations about their future,0
seek federal funding for local projects and programs,0
serve on commissions investigative panels study groups and committees in order to examine specialized areas and recommend action,0
vote on motions amendments and decisions on whether or not to report a bill out from committee to the assembly floor,0
write prepare and deliver statements for the congressional record,0
alert constituents of government actions and programs by way of newsletters personal appearances at town meetings phone calls and individual meetings,0
attend receptions dinners and conferences to meet people exchange views and information and develop working relationships,0
conduct head counts to help predict the outcome of upcoming votes,0
determine campaign strategies for media advertising positions on issues and public appearances,0
encourage and support party candidates for political office,0
establish personal offices in local districts or states and manage office staff,0
evaluate the structure efficiency activities and performance of government agencies,0
organize and maintain campaign organizations and fundraisers in order to raise money for election or reelection,0
oversee expense allowances ensuring that accounts are balanced at the end of each fiscal year,0
promote the industries and products of their electoral districts,0
represent their government at local national and international meetings and conferences,0
speak to students to encourage and support the development of future political leaders,0
inspect layouts and advertising copy and edit scripts audio and video tapes and other promotional material for adherence to specifications,0
plan and prepare advertising and promotional material to increase sales of products or services working with customers company officials sales departments and advertising agencies,0
gather and organize information to plan advertising campaigns,0
confer with clients to provide marketing or technical advice,0
direct motivate and monitor the mobilization of a campaign team to advance campaign goals,0
confer with department heads or staff to discuss topics such as contracts selection of advertising media or product to be advertised,0
prepare budgets and submit estimates for program costs as part of campaign plan development,0
prepare and negotiate advertising and sales contracts,0
plan and execute advertising policies and strategies for organizations,0
assist with annual budget development,0
provide presentation and product demonstration support during the introduction of new products and services to field staff and customers,0
formulate plans to extend business with established accounts and to transact business as agent for advertising accounts,0
direct and coordinate product research and development,0
identify and develop contacts for promotional campaigns and industry programs that meet identified buyer targets such as dealers distributors or consumers,0
represent company at trade association meetings to promote products,0
read trade journals and professional literature to stay informed on trends innovations and changes that affect media planning,0
consult publications to learn about conventions and social functions and to organize prospect files for promotional purposes,0
coordinate activities of departments such as sales graphic arts media finance and research,0
train and direct workers engaged in developing and producing advertisements,0
track program budgets and expenses and campaign response rates to evaluate each campaign based on program objectives and industry norms,0
monitor and analyze sales promotion results to determine cost effectiveness of promotion campaigns,0
coordinate with the media to disseminate advertising,0
contact organizations to explain services and facilities offered,0
manage sales team including setting goals providing incentives and evaluating employee performance,0
assemble and communicate with a strong diverse coalition of organizations or public figures securing their cooperation support and action to further campaign goals,0
analyze green product marketing or sales trends to forecast future conditions,0
analyze the effectiveness of marketing tactics or channels,0
attend or participate in conferences community events and promotional events related to green products or technologies,0
conduct research on consumer opinions and buying habits and identify target audiences for green products services or technologies,0
develop branding or sales initiatives for green products such as solar energy systems green cleaning products or products using renewable or recycled materials,0
develop communications materials advertisements presentations or public relations initiatives to promote awareness of green products and technologies,0
develop comprehensive marketing strategies using knowledge of green products and technologies markets and regulations,0
identify marketing channels for green products or services,0
revise existing marketing plans or campaigns for green products technologies or services,0
write marketing content for green product web sites brochures or other communication media,0
analyze regional energy markets including energy pricing market structures energy generation competition and energy transmission constraints,0
coordinate with other marketing team members and workers such as graphic artists to develop and implement marketing programs,0
devise or evaluate methods and procedures for collecting data such as surveys opinion polls and questionnaires,0
generate or identify sales leads for green products and technologies,0
maintain portfolios of marketing campaigns strategies and other marketing products or ideas,0
monitor greenrelated industry statistics or literature to identify trends,0
identify develop or evaluate marketing strategy based on knowledge of establishment objectives market characteristics and cost and markup factors,0
formulate direct or coordinate marketing activities or policies to promote products or services working with advertising or promotion managers,0
evaluate the financial aspects of product development such as budgets expenditures research and development appropriations or returnoninvestment and profitloss projections,0
develop pricing strategies balancing firm objectives and customer satisfaction,0
compile lists describing product or service offerings,0
direct the hiring training or performance evaluations of marketing or sales staff and oversee their daily activities,0
consult with product development personnel on product specifications such as design color or packaging,0
use sales forecasting or strategic planning to ensure the sale and profitability of products lines or services analyzing business developments and monitoring market trends,0
negotiate contracts with vendors or distributors to manage product distribution establishing distribution networks or developing distribution strategies,0
coordinate or participate in promotional activities or trade shows working with developers advertisers or production managers to market products or services,0
initiate market research studies or analyze their findings,0
confer with legal staff to resolve problems such as copyright infringement or royalty sharing with outside producers or distributors,0
consult with buying personnel to gain advice regarding the types of products or services expected to be in demand,0
consult with buying personnel to gain advice regarding environmentally sound or sustainable products,0
conduct economic or commercial surveys to identify potential markets for products or services,0
recommend modifications to products packaging production processes or other characteristics to improve the environmental soundness or sustainability of products,0
advise business or other groups on local national or international factors affecting the buying or selling of products or services,0
select products or accessories to be displayed at trade or special production shows,0
develop business cases for environmental marketing strategies,0
integrate environmental information into product or company marketing strategies policies or activities,0
resolve customer complaints regarding sales and service,0
oversee regional and local sales managers and their staffs,0
plan and direct staffing training and performance evaluations to develop and control sales and service programs,0
determine price schedules and discount rates,0
review operational records and reports to project sales and determine profitability,0
monitor customer preferences to determine focus of sales efforts,0
prepare budgets and approve budget expenditures,0
confer or consult with department heads to plan advertising services and to secure information on equipment and customer specifications,0
direct and coordinate activities involving sales of manufactured products services commodities real estate or other subjects of sale,0
confer with potential customers regarding equipment needs and advise customers on types of equipment to purchase,0
direct foreign sales and service outlets of an organization,0
advise dealers and distributors on policies and operating procedures to ensure functional effectiveness of business,0
visit franchised dealers to stimulate interest in establishment or expansion of leasing programs,0
direct clerical staff to keep records of export correspondence bid requests and credit collections and to maintain current information on tariffs licenses and restrictions,0
direct coordinate and review activities in sales and service accounting and recordkeeping and in receiving and shipping operations,0
assess marketing potential of new and existing store locations considering statistics and expenditures,0
establish and maintain effective working relationships with clients government officials and media representatives and use these relationships to develop new business opportunities,0
write interesting and effective press releases prepare information for media kits and develop and maintain company internet or intranet web pages,0
identify main client groups and audiences determine the best way to communicate publicity information to them and develop and implement a communication plan,0
assign supervise and review the activities of public relations staff,0
develop and maintain the companys corporate image and identity which includes the use of logos and signage,0
respond to requests for information about employers activities or status,0
manage communications budgets,0
direct activities of external agencies establishments and departments that develop and implement communication strategies and information programs,0
draft speeches for company executives and arrange interviews and other forms of contact for them,0
evaluate advertising and promotion programs for compatibility with public relations efforts,0
manage special events such as sponsorship of races parties introducing new products or other activities the firm supports to gain public attention through the media without advertising directly,0
facilitate consumer relations or the relationship between parts of the company such as the managers and employees or different branch offices,0
formulate policies and procedures related to public information programs working with public relations executives,0
establish goals for soliciting funds develop policies for collection and safeguarding of contributions and coordinate disbursement of funds,0
confer with labor relations managers to develop internal communications that keep employees informed of company activities,0
produce films and other video products regulate their distribution and operate film library,0
observe and report on social economic and political trends that might affect employers,0
maintain company archives,0
manage inhouse communication courses,0
direct or coordinate the supportive services department of a business agency or organization,0
prepare and review operational reports and schedules to ensure accuracy and efficiency,0
set goals and deadlines for the department,0
acquire distribute and store supplies,0
analyze internal processes and recommend and implement procedural or policy changes to improve operations such as supply changes or the disposal of records,0
plan administer and control budgets for contracts equipment and supplies,0
monitor the facility to ensure that it remains safe secure and wellmaintained,0
hire and terminate clerical and administrative personnel,0
oversee the maintenance and repair of machinery equipment and electrical and mechanical systems,0
oversee construction and renovation projects to improve efficiency and to ensure that facilities meet environmental health and security standards and comply with government regulations,0
conduct classes to teach procedures to staff,0
participate in architectural and engineering planning and design including space and installation management,0
manage leasing of facility space,0
dispose of or oversee the disposal of surplus or unclaimed property,0
review project plans to plan and coordinate project activity,0
manage backup security and user help systems,0
develop and interpret organizational goals policies and procedures,0
develop computer information resources providing for data security and control strategic computing and disaster recovery,0
consult with users management vendors and technicians to assess computing needs and system requirements,0
stay abreast of advances in technology,0
meet with department heads managers supervisors vendors and others to solicit cooperation and resolve problems,0
provide users with technical support for computer problems,0
recruit hire train and supervise staff or participate in staffing decisions,0
evaluate data processing proposals to assess project feasibility and requirements,0
control operational budget and expenditures,0
review and approve all systems charts and programs prior to their implementation,0
direct daily operations of department analyzing workflow establishing priorities developing standards and setting deadlines,0
assign and review the work of systems analysts programmers and other computerrelated workers,0
evaluate the organizations technology use and needs and recommend improvements such as hardware and software upgrades,0
prepare and review operational reports or project progress reports,0
purchase necessary equipment,0
supervise employees performing financial reporting accounting billing collections payroll and budgeting duties,0
coordinate and direct the financial planning budgeting procurement or investment activities of all or part of an organization,0
develop internal control policies guidelines and procedures for activities such as budget administration cash and credit management and accounting,0
maintain current knowledge of organizational policies and procedures federal and state policies and directives and current accounting standards,0
prepare or direct preparation of financial statements business activity reports financial position forecasts annual budgets or reports required by regulatory agencies,0
provide direction and assistance to other organizational units regarding accounting and budgeting policies and procedures and efficient control and utilization of financial resources,0
analyze the financial details of past present and expected operations to identify development opportunities and areas where improvement is needed,0
advise management on shortterm and longterm financial objectives policies and actions,0
monitor financial activities and details such as cash flow and reserve levels to ensure that all legal and regulatory requirements are met,0
evaluate needs for procurement of funds and investment of surpluses and make appropriate recommendations,0
monitor and evaluate the performance of accounting and other financial staff recommending and implementing personnel actions such as promotions and dismissals,0
develop and maintain relationships with banking insurance and nonorganizational accounting personnel to facilitate financial activities,0
receive record and authorize requests for disbursements in accordance with company policies and procedures,0
delegate authority for the receipt disbursement banking protection and custody of funds securities and financial instruments,0
conduct or coordinate audits of company accounts and financial transactions to ensure compliance with state and federal requirements and statutes,0
lead staff training and development in budgeting and financial management areas,0
prepare and file annual tax returns or prepare financial information so that outside accountants can complete tax returns,0
compute withhold and account for all payroll deductions,0
handle all aspects of employee insurance benefits and casualty programs including monitoring changes in health insurance regulations and creating budgets for benefits and workers compensation,0
receive cash and checks and make deposits,0
perform tax planning work,0
determine depreciation rates to apply to capitalized items and advise management on actions regarding the purchase lease or disposal of such items,0
plan direct or coordinate the activities of workers in branches offices or departments of establishments such as branch banks brokerage firms risk and insurance departments or credit departments,0
establish and maintain relationships with individual or business customers or provide assistance with problems these customers may encounter,0
recruit staff members,0
prepare operational or risk reports for management analysis,0
evaluate data pertaining to costs to plan budgets,0
oversee training programs,0
examine evaluate or process loan applications,0
approve reject or coordinate the approval or rejection of lines of credit or commercial real estate or personal loans,0
oversee the flow of cash or financial instruments,0
prepare financial or regulatory reports required by laws regulations or boards of directors,0
develop or analyze information to assess the current or future financial status of firms,0
communicate with stockholders or other investors to provide information or to raise capital,0
evaluate financial reporting systems accounting or collection procedures or investment activities and make recommendations for changes to procedures operating systems budgets or other financial control functions,0
analyze and classify risks and investments to determine their potential impacts on companies,0
network within communities to find and attract new business,0
review collection reports to determine the status of collections and the amounts of outstanding balances,0
establish procedures for custody or control of assets records loan collateral or securities to ensure safekeeping,0
plan direct and coordinate risk and insurance programs of establishments to control risks and losses,0
review reports of securities transactions or price lists to analyze market conditions,0
direct insurance negotiations select insurance brokers or carriers and place insurance,0
submit delinquent accounts to attorneys or outside agencies for collection,0
review processing schedules or production orders to make decisions concerning inventory requirements staffing requirements work procedures or duty assignments considering budgetary limitations and time constraints,0
direct or coordinate production processing distribution or marketing activities of industrial organizations,0
develop or implement production tracking or quality control systems analyzing production quality control maintenance or other operational reports to detect production problems,0
review operations and confer with technical or administrative staff to resolve production or processing problems,0
hire train evaluate or discharge staff or resolve personnel grievances,0
prepare and maintain production reports or personnel records,0
set and monitor product standards examining samples of raw products or directing testing during processing to ensure finished products are of prescribed quality,0
develop budgets or approve expenditures for supplies materials or human resources ensuring that materials labor or equipment are used efficiently to meet production targets,0
initiate or coordinate inventory or cost control programs,0
coordinate or recommend procedures for facility or equipment maintenance or modification including the replacement of machines,0
review plans and confer with research or support staff to develop new products or processes,0
institute employee suggestion or involvement programs,0
maintain current knowledge of the quality control field relying on current literature pertaining to materials use technological advances or statistical studies,0
negotiate materials prices with suppliers,0
collect and analyze production samples to evaluate quality,0
analyze quality control test results and provide feedback and interpretation to production management or staff,0
stop production if serious product defects are present,0
monitor performance of quality control systems to ensure effectiveness and efficiency,0
communicate quality control information to all relevant organizational departments outside vendors or contractors,0
instruct staff in quality control and analytical procedures,0
produce reports regarding nonconformance of products or processes daily production quality root cause analyses or quality trends,0
participate in the development of product specifications,0
review statistical studies technological advances or regulatory standards and trends to stay abreast of issues in the field of quality control,0
identify critical points in the manufacturing process and specify sampling procedures to be used at these points,0
create and implement inspection and testing criteria or procedures,0
oversee workers including supervisors inspectors or laboratory workers engaged in testing activities,0
document testing procedures methodologies or criteria,0
review and update standard operating procedures or quality assurance manuals,0
identify quality problems or areas for improvement and recommend solutions,0
verify that raw materials purchased parts or components inprocess samples and finished products meet established testing and inspection standards,0
review quality documentation necessary for regulatory submissions and inspections,0
generate and maintain quality control operating budgets,0
direct the tracking of defects test results or other regularly reported quality control data,0
evaluate new testing and sampling methodologies or technologies to determine usefulness,0
direct product testing activities throughout production cycles,0
instruct vendors or contractors on quality guidelines testing procedures or ways to eliminate deficiencies,0
coordinate the selection and implementation of quality control equipment such as inspection gauges,0
monitor development of new products to help identify possible problems for mass production,0
confer with marketing and sales departments to define client requirements and expectations,0
review and approve quality plans submitted by contractors,0
audit and inspect subcontractor facilities including external laboratories,0
supervise employees in geothermal power plants or well fields,0
oversee geothermal plant operations maintenance and repairs to ensure compliance with applicable standards or regulations,0
communicate geothermal plant conditions to employees,0
identify and evaluate equipment procedural or conditional inefficiencies involving geothermal plant systems,0
perform or direct the performance of preventative maintenance on geothermal plant equipment,0
inspect geothermal plant or injection well fields to verify proper equipment operations,0
develop or manage budgets for geothermal operations,0
select and implement corrosion control or mitigation systems for geothermal plants,0
develop operating plans and schedules for geothermal operations,0
record review or maintain daily logs reports maintenance and other records associated with geothermal operations,0
monitor geothermal operations using programmable logic controllers,0
conduct well field site assessments,0
identify opportunities to improve plant electrical equipment controls or process control methodologies,0
prepare environmental permit applications or compliance reports,0
negotiate interconnection agreements with other utilities,0
obtain permits for constructing upgrading or operating geothermal power plants,0
troubleshoot and make minor repairs to geothermal plant instrumentation or electrical systems,0
manage operations at biofuels power generation facilities including production shipping maintenance or quality assurance activities,0
adjust temperature pressure vacuum level flow rate or transfer of biofuels to maintain processes at required levels,0
approve proposals for the acquisition replacement or repair of biofuels processing equipment or the implementation of new production processes,0
conduct cost material and efficiency studies for biofuels production plants or operations,0
monitor meters flow gauges or other realtime data to ensure proper operation of biofuels production equipment implementing corrective measures as needed,0
prepare and manage biofuels plant or unit budgets,0
review logs datasheets or reports to ensure adequate production levels or to identify abnormalities with biofuels production equipment or processes,0
shut down and restart biofuels plant or equipment in emergency situations or for equipment maintenance repairs or replacements,0
supervise production employees in the manufacturing of biofuels such as biodiesel or ethanol,0
confer with technical and supervisory personnel to report or resolve conditions affecting biofuels plant safety operational efficiency and product quality,0
draw samples of biofuels products or secondary byproducts for quality control testing,0
monitor transportation and storage of flammable or other potentially dangerous feedstocks or products to ensure adherence to safety guidelines,0
provide direction to employees to ensure compliance with biofuels plant safety environmental or operational standards and regulations,0
provide training to subordinate or new employees to improve biofuels plant safety or increase the production of biofuels,0
review logs datasheets or reports to ensure adequate production levels and safe production environments or to identify abnormalities with power production equipment or processes,0
review biomass operations performance specifications to ensure compliance with regulatory requirements,0
supervise biomass plant or substation operations maintenance repair or testing activities,0
prepare and manage biomass plant budgets,0
supervise operations or maintenance employees in the production of power from biomass such as wood coal paper sludge or other waste or refuse,0
monitor the operating status of biomass plants by observing control system parameters distributed control systems switchboard gauges dials or other indicators,0
inspect biomass gasification processes equipment and facilities for ways to maximize capacity and minimize operating costs,0
conduct field inspections of biomass plants stations or substations to ensure normal and safe operating conditions,0
plan and schedule plant activities such as wood waste or refuse fuel deliveries ash removal and regular maintenance,0
evaluate power production or demand trends to identify opportunities for improved operations,0
prepare reports on biomass plant operations status maintenance and other information,0
manage parts and supply inventories for biomass plants,0
monitor and operate communications systems such as mobile radios,0
compile and record operational data on forms or in log books,0
shut down and restart biomass power plants or equipment in emergency situations or for equipment maintenance repairs or replacements,0
test maintain or repair electrical power distribution machinery or equipment using hand tools power tools and testing devices,0
adjust equipment controls to generate specified amounts of electrical power,0
operate controls to start stop or regulate biomassfueled generators generator units boilers engines or auxiliary systems,0
monitor and control liquid or gas landfill extraction systems,0
oversee gas collection landfill operations including leachate and gas management or rail operations,0
develop or enforce procedures for normal operation startup or shutdown of methane gas collection systems,0
evaluate landfill gas collection service requirements to meet operational plans and productivity goals,0
implement landfill operational and emergency procedures,0
inspect landfill or conduct site audits to ensure adherence to safety and environmental regulations,0
maintain records for landfill gas collection systems to demonstrate compliance with safety and environmental laws regulations or policies,0
monitor gas collection systems emissions data including biomethane or nitrous oxide levels,0
monitor landfill permit requirements for updates,0
operate computerized control panels to manage gas compression operations,0
optimize gas collection landfill operational costs and productivity consistent with safety and environmental rules and regulations,0
oversee landfill gas collection system construction maintenance and repair activities,0
prepare and manage landfill gas collection system budgets,0
prepare soil reports as required by regulatory or permitting agencies,0
supervise landfill well field and other subordinate employees,0
read meters gauges or automatic recording devices at specified intervals to verify gas collection systems operating conditions,0
coordinate the repair overhaul or routine maintenance of diesel engines used in landfill operations,0
diagnose or troubleshoot gas collection equipment and programmable logic controller plc systems,0
prepare reports on landfill operations and gas collection system productivity or efficiency,0
recommend or implement practices to reduce turnaround time for trucks in and out of landfill site,0
track volume and weight of landfill waste,0
direct operations maintenance or repair of hydroelectric power facilities,0
supervise or monitor hydroelectric facility operations to ensure that generation or mechanical equipment conform to applicable regulations or standards,0
check hydroelectric operations for compliance with prescribed operating limits such as loads voltages temperatures lines or equipment,0
create or enforce hydrostation voltage schedules,0
develop or review budgets annual plans power contracts power rates standing operating procedures power reviews or engineering studies,0
identify and communicate power system emergencies,0
inspect hydroelectric facilities including switchyards control houses or relay houses for normal operation or adherence to safety standards,0
maintain records of hydroelectric facility operations maintenance or repairs,0
monitor or inspect hydroelectric equipment such as hydroturbines generators or control systems,0
negotiate power generation contracts with other public or private utilities,0
operate energized high or lowvoltage hydroelectric power transmission system substations according to procedures and safety requirements,0
perform or direct preventive or corrective containment or cleanup to protect the environment,0
plan or coordinate hydroelectric production operations to meet customer requirements,0
plan or manage hydroelectric plant upgrades,0
respond to problems related to ratepayers water users power users government agencies educational institutions or other private or public power resource interests,0
supervise hydropower plant equipment installations upgrades or maintenance,0
develop or implement projects to improve efficiency economy or effectiveness of hydroelectric plant operations,0
develop or implement policy evaluation procedures for hydroelectric generation activities,0
provide technical direction in the erection or commissioning of hydroelectric equipment or supporting electrical or mechanical systems,0
represent companies in negotiating contracts and formulating policies with suppliers,0
direct and coordinate activities of personnel engaged in buying selling and distributing materials equipment machinery and supplies,0
interview and hire staff and oversee staff training,0
locate vendors of materials equipment or supplies and interview them to determine product availability and terms of sales,0
prepare and process requisitions and purchase orders for supplies and equipment,0
develop and implement purchasing and contract management instructions policies and procedures,0
maintain records of goods ordered and received,0
participate in the development of specifications for equipment products or substitute materials,0
analyze market and delivery systems to assess present and future material availability,0
resolve vendor or contractor grievances and claims against suppliers,0
control purchasing department budgets,0
review evaluate and approve specifications for issuing and awarding bids,0
review purchase order claims and contracts for conformance to company policy,0
administer online purchasing systems,0
prepare reports regarding market conditions and merchandise costs,0
prepare bid awards requiring board approval,0
arrange for disposal of surplus materials,0
plan organize or manage the work of subordinate staff to ensure that the work is accomplished in a manner consistent with organizational requirements,0
direct activities related to dispatching routing or tracking transportation vehicles such as aircraft or railroad cars,0
monitor operations to ensure that staff members comply with administrative policies and procedures safety rules union contracts environmental policies or government regulations,0
serve as contact persons for all workers within assigned territories,0
implement schedule or policy changes for transportation services,0
monitor spending to ensure that expenses are consistent with approved budgets,0
promote safe work activities by conducting safety audits attending company safety meetings or meeting with individual staff members,0
prepare management recommendations such as proposed fee and tariff increases or schedule changes,0
direct investigations to verify and resolve customer or shipper complaints,0
direct or coordinate the activities of operations department to obtain use of equipment facilities or human resources,0
analyze expenditures and other financial information to develop plans policies or budgets for increasing profits or improving services,0
collaborate with other managers or staff members to formulate and implement policies procedures goals or objectives,0
plan or implement energy saving changes to transportation services such as reducing routes optimizing capacities employing alternate modes of transportation or minimizing idling,0
direct staff performing repairs and maintenance to equipment vehicles or facilities,0
conduct employee training sessions on subjects such as hazardous material handling employee orientation quality improvement or computer use,0
recommend or authorize capital expenditures for acquisition of new equipment or property to increase efficiency and services of operations department,0
conduct investigations in cooperation with government agencies to determine causes of transportation accidents coordinate cleanup activities or improve safety procedures,0
set operations policies and standards including determining safety procedures for the handling of dangerous goods,0
develop criteria application instructions procedural manuals or contracts for federal or state public transportation programs,0
develop or implement plans to improve transportation services control from regional to national or global load control center operations,0
direct central load control centers to maximize efficiency and effectiveness of transportation services,0
supervise clerks assigning tariff classifications or preparing billing,0
negotiate authorize or monitor fulfillment of contracts with equipment or materials suppliers,0
