task,directive,feedback_loop,learning,none,not_classified,task_iteration,validation
advise students on academic and vocational curricula and on career issues.,0.21648044692737434,,0.3198324022346369,,0.03212290502793296,0.34497206703910616,0.08659217877094973
"advise students on academic and vocational curricula, and on career issues.",0.3346456692913386,,0.18110236220472442,,0.023622047244094488,0.3779527559055118,0.08267716535433073
"advise students on academic and vocational curricula, career issues, and laboratory and field research.",0.24193548387096775,,0.2258064516129032,,0.12365591397849462,0.4086021505376344,
"advise students on course selection, career decisions, and other academic and vocational concerns.",0.234375,,0.2890625,,0.140625,0.3359375,
"advise students on internships, prospective employers, and job placement services.",,,,,1.0,,
"advise students on issues such as course selection, progress toward graduation, and career decisions.",0.3298969072164948,,0.24742268041237114,,0.14432989690721648,0.2783505154639176,
advocate for accessible health care that minimizes environmental health risks.,,,,,1.0,,
"align, adjust, or calibrate equipment according to specifications.",0.25396825396825395,,0.2698412698412698,,0.19047619047619047,0.2857142857142857,
"allocate print space for story text, photos, and illustrations according to space parameters and copy significance, using knowledge of layout principles.",,,,,1.0,,
analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.,0.3684210526315789,,,,0.3157894736842105,0.3157894736842105,
analyze and classify risks and investments to determine their potential impacts on companies.,0.32394366197183105,,0.30985915492957744,,0.3661971830985916,,
"analyze and distill climate-related research findings to inform legislators, regulatory agencies, or other stakeholders.",,,,,1.0,,
analyze and evaluate patient data or test findings to diagnose nature or extent of mental disorder.,,,,,1.0,,
analyze and evaluate robotic systems or prototypes.,,,,,1.0,,
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",0.3036529680365297,0.06621004566210045,0.33789954337899547,0.0365296803652968,,0.1187214611872146,0.136986301369863
analyze and interpret data to increase the understanding of human social behavior.,0.41891891891891897,,0.20270270270270271,,0.16216216216216217,0.2162162162162162,
"analyze and interpret patient, nursing, or information systems data to improve nursing services.",,,,,1.0,,
"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",0.1562021439509954,0.08116385911179175,0.6508422664624809,,0.004594180704441041,0.0566615620214395,0.05053598774885146
"analyze and interpret results from tests such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (fnas), and polymerase chain reactions (pcrs).",0.3831168831168832,,0.2597402597402597,,0.13636363636363635,,0.2207792207792208
"analyze and recommend chemical, biological, or other wastewater treatment methods to prepare water for industrial or domestic use.",,,,,1.0,,
"analyze and record test data to issue reports that use charts, graphs, or narratives.",0.44041450777202074,0.10103626943005181,0.11139896373056994,,0.012953367875647668,0.17357512953367876,0.1606217616580311
analyze and report computer network security breaches or attempted breaches.,0.3047619047619048,,0.35714285714285715,,0.08571428571428572,0.1380952380952381,0.11428571428571428
"analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans.",,,,,1.0,,
analyze available data and consult with other scientists to determine parameters of experimentation and suitability of analytical models.,0.24324324324324326,,0.41891891891891897,,0.33783783783783783,,
"analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.",,,,,1.0,,
"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",0.40492957746478875,,0.09859154929577464,,0.07394366197183098,0.4225352112676056,
analyze characteristics of animals to identify and classify them.,0.41403238242097146,0.12567463377023902,0.27139552814186585,0.02004626060138782,,0.1017733230531997,0.06707787201233616
analyze clinical data using appropriate statistical tools.,,,,,1.0,,
"analyze compensation policies, government regulations, and prevailing wage rates to develop competitive compensation plan.",,,,,1.0,,
"analyze competitive market strategies through analysis of related product, market, or share trends.",0.3194444444444444,,0.2638888888888889,,0.09722222222222224,0.3194444444444444,
analyze completed police reports to determine what additional information and investigative work is needed.,,,,,1.0,,
"analyze complex systems to determine potential for further development, production, interoperability, compatibility, or usefulness in a particular area, such as aviation.",0.16753926701570682,,0.5340314136125655,,0.04712041884816754,0.17277486910994763,0.07853403141361257
"analyze computer and information technologies to determine applicability to nursing practice, education, administration and research.",,,,,1.0,,
"analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",0.37073170731707317,,0.3951219512195122,,0.04878048780487805,0.11219512195121953,0.07317073170731707
analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.,,,,,1.0,,
analyze customer bills and utility rate structures to select optimal rate structures for customers.,,,,,1.0,,
"analyze data from surveys, old records, or case studies, using statistical software.",0.3984375,,0.1875,,0.1796875,0.234375,
"analyze data such as interview notes, test results, and reference manuals to identify symptoms and to diagnose the nature of clients' problems.",0.2052238805970149,,0.5783582089552238,,0.022388059701492533,0.1044776119402985,0.08955223880597014
analyze data to determine answers to questions from customers or members of the public.,0.5657894736842105,,,,0.43421052631578955,,
analyze data to determine feasibility of product proposals.,0.33333333333333326,,,,0.16239316239316237,0.358974358974359,0.1452991452991453
analyze data to determine the effectiveness of treatments or therapy approaches.,,,,,1.0,,
"analyze determinants responsible for specific inherited traits, and devise methods for altering traits or producing new traits.",,,0.5714285714285714,,0.4285714285714285,,
analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,0.20912547528517117,,0.4828897338403042,,0.026615969581749045,0.1634980988593156,0.11787072243346008
"analyze electronics system requirements, capacity, cost, or customer needs to determine project feasibility.",0.3369565217391305,,0.27173913043478254,,0.11956521739130435,0.27173913043478254,
analyze employment-related data and prepare required reports.,0.6666666666666665,,,,0.33333333333333326,,
analyze energy bills including utility rates or tariffs to gather historical energy usage data.,,,,,1.0,,
analyze equipment performance records to assess equipment functioning.,,,0.45098039215686275,,0.5490196078431373,,
analyze existing development or manufacturing procedures and suggest improvements.,,,,,1.0,,
"analyze expenditures and other financial information to develop plans, policies, or budgets for increasing profits or improving services.",0.4563106796116505,,,,0.23300970873786409,0.3106796116504854,
analyze experimental data and interpret results to write reports and summaries of findings.,0.23246650906225377,0.08037825059101655,0.29472025216706066,0.02206461780929866,,0.19227738376674547,0.1780929866036249
analyze financial activities of establishments or departments and provide input into budget planning and preparation processes.,,,,,1.0,,
"analyze financial data to detect irregularities in areas such as billing trends, financial relationships, and regulatory compliance procedures.",,,,,1.0,,
analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,0.3439829605963791,0.038338658146964855,0.26837060702875404,,0.006389776357827476,0.2470713525026624,0.09584664536741211
analyze financial or operational performance of companies facing financial difficulties to identify or recommend remedies.,0.3829787234042554,,,,0.6170212765957447,,
analyze genetic information to identify patients or families at risk for specific disorders or syndromes.,,,,,1.0,,
"analyze geographic distributions of physical and cultural phenomena on local, regional, continental, or global scales.",,,,,1.0,,
"analyze geographic information systems (gis) data to identify spatial relationships or display results of analyses, using maps, graphs, or tabular data.",,,,,1.0,,
analyze information gathered by investigation and report findings and recommendations.,,,,,1.0,,
analyze information obtained from management to conceptualize and define operational problems.,0.38429172510518933,,0.1935483870967742,0.023842917251051893,0.019635343618513323,0.3225806451612903,0.056100981767180924
"analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling and information engineering.",0.49815043156596794,0.02342786683107275,0.1381011097410604,,0.009864364981504316,0.3070283600493218,0.02342786683107275
"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",0.3017875920084122,0.03680336487907466,0.4689800210304942,,0.014721345951629865,0.1188222923238696,0.05888538380651945
"analyze information to determine, recommend, and plan installation of a new system or modification of an existing system.",0.3023255813953488,0.16279069767441862,0.26578073089701,,,0.20930232558139536,0.059800664451827246
"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",0.2865961199294533,0.059082892416225746,0.43915343915343913,0.014109347442680775,,0.1472663139329806,0.053791887125220456
analyze laboratory findings to check the accuracy of the results.,0.17708333333333337,,,,0.17708333333333337,,0.6458333333333335
"analyze large molecular datasets such as raw microarray data, genomic sequence data, and proteomics data for clinical or basic research purposes.",0.21818181818181817,0.21558441558441563,0.2051948051948052,0.03896103896103896,,0.2597402597402597,0.06233766233766234
analyze market conditions to determine optimum times to execute securities transactions.,0.4694835680751174,,0.2112676056338028,,0.06572769953051644,0.16901408450704225,0.08450704225352113
"analyze network data to determine network usage, disk space availability, or server function.",0.41666666666666674,,0.35416666666666674,,0.22916666666666663,,
"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",0.30939871570344424,0.043782837127845885,0.15645067133683596,0.026853473438412143,,0.3502626970227671,0.11325160537069469
"analyze or interpret logistics data involving customer service, forecasting, procurement, manufacturing, inventory, transportation, or warehousing.",0.4285714285714285,,,,0.5714285714285714,,
"analyze or manipulate bioinformatics data using software packages, statistical applications, or data mining techniques.",,,,,1.0,,
analyze or synthesize client data to draw conclusions or make recommendations for art therapy.,,,,,1.0,,
analyze or synthesize client data to draw conclusions or make recommendations for therapy.,0.49523809523809526,,0.23809523809523805,,0.06666666666666667,0.2,
"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",0.27143437626980904,0.03697683868346201,0.5026412027631044,0.011377488825680616,,0.11458756603006907,0.06298252742787484
"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",0.31901840490797545,0.03578732106339468,0.4325153374233129,0.03680981595092025,,0.09304703476482618,0.08282208588957055
analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles.,0.3484848484848485,0.07575757575757576,0.20202020202020202,,0.015151515151515152,0.2727272727272727,0.08585858585858584
analyze patrons' requests to determine needed information and assist in furnishing or locating that information.,0.2723735408560311,,0.5992217898832685,0.03501945525291829,0.038910505836575876,0.054474708171206226,
"analyze performance data to determine effectiveness of instructional systems, courses, or instructional materials.",0.49230769230769234,,,,0.5076923076923077,,
analyze physical findings and medical histories to make diagnoses according to oriental medicine traditions.,,,0.6470588235294117,,0.35294117647058826,,
analyze potential loan markets and develop referral networks to locate prospects for loans.,,,,,1.0,,
analyze potential loan markets to find opportunities to promote loans and financial services.,0.41379310344827586,,0.25287356321839083,,0.10344827586206896,0.22988505747126436,
"analyze price proposals, financial reports, and other data and information to determine reasonable prices.",0.28985507246376807,,0.21739130434782608,,0.028985507246376812,0.2318840579710145,0.2318840579710145
analyze problems to develop solutions involving computer hardware and software.,0.29292929292929293,,0.40404040404040403,,0.11616161616161616,0.18686868686868688,
"analyze recipes to assign prices to menu items, based on food, labor, and overhead costs.",0.5074626865671642,,,,0.14925373134328357,0.34328358208955223,
"analyze records, reports, test results, or examination information to diagnose medical condition of patient.",0.23591087811271297,0.04325032765399738,0.5910878112712975,,0.007863695937090432,0.0563564875491481,0.0655307994757536
"analyze regional energy markets, including energy pricing, market structures, energy generation competition, and energy transmission constraints.",,,,,1.0,,
"analyze research data to determine its significance, using computers.",0.30409356725146197,0.08771929824561403,0.28362573099415206,,0.023391812865497075,0.1695906432748538,0.13157894736842105
analyze statistical data and reports to identify and determine causes of personnel problems and develop recommendations for improvement of organization's personnel policies and practices.,,,,,1.0,,
analyze system performance or operational requirements.,0.1782608695652174,0.1443478260869565,0.47043478260869565,0.02,,0.10086956521739131,0.08608695652173912
analyze target companies or investment opportunities to inform investment decisions.,0.5553539019963702,,0.1560798548094374,,0.029038112522686024,0.2014519056261343,0.05807622504537205
"analyze technical feasibility of energy saving measures using knowledge of engineering, energy production, energy use, construction, maintenance, system operation, or process systems.",,,,,1.0,,
analyze technology trends to identify markets for future product development or to improve sales of existing products.,0.326530612244898,,0.3469387755102041,,0.020408163265306124,0.30612244897959184,
"analyze test data, making computations as necessary, to determine test results.",0.37157757496740546,0.11734028683181226,0.1707953063885267,0.020860495436766623,,0.17340286831812254,0.14602346805736635
analyze test results and develop a treatment plan.,,,,,1.0,,
analyze the effectiveness of marketing tactics or channels.,0.41509433962264164,,,,0.5849056603773585,,
"analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",0.35514018691588783,,0.14018691588785046,,0.1495327102803738,0.35514018691588783,
"analyze the layout, instrumentation, or function of electrical generation or transmission facilities.",0.298780487804878,,0.3231707317073171,,0.1402439024390244,0.2378048780487805,
"analyze the probable outcomes of cases, using knowledge of legal precedents.",,,,,1.0,,
analyze training needs to develop new training programs or modify and improve existing programs.,0.44776119402985076,,,,0.19402985074626866,0.3582089552238806,
"analyze trends in sales prices, construction costs, and rents, to assess property values or determine the accuracy of assessments.",0.45977011494252873,,,,0.2183908045977012,0.3218390804597701,
analyze user needs and recommend appropriate hardware.,0.40404040404040403,,,,0.2222222222222222,0.37373737373737376,
analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,0.31090393190109444,0.023510336441021483,0.35778948790703957,0.02229428455614106,,0.23375219564923658,0.05174976354546683
"analyze, estimate, or report production costs.",,,,,1.0,,
"analyze, interpret, or create graphical representations of energy data, using engineering software.",0.38636363636363635,0.11742424242424242,0.22348484848484848,,0.022727272727272728,0.18560606060606064,0.06439393939393939
"analyze, interpret, or disseminate system performance data.",0.1956521739130435,0.15217391304347827,0.4980237154150198,,0.021739130434782608,0.07312252964426877,0.05928853754940711
answer applicants' questions about benefits and claim procedures.,0.3053435114503817,,0.6030534351145038,,0.09160305343511449,,
answer clients' questions about the purposes and details of financial plans and strategies.,0.23113207547169812,,0.48113207547169806,,0.04716981132075472,0.16037735849056603,0.08018867924528301
"answer clients' questions regarding construction work, financing, maintenance, repairs, and appraisals.",,,,,1.0,,
"answer customer inquiries or explain cost, availability, policies, and procedures of facilities.",0.4705882352941176,,0.29411764705882354,,0.2352941176470588,,
answer customers' questions about merchandise and advise customers on merchandise selection.,0.4751131221719456,,0.19004524886877827,,0.05429864253393665,0.28054298642533937,
answer customers' questions about postal services and regulations.,,,,,1.0,,
"answer customers' questions about products, prices, availability, or credit terms.",0.40851412198117065,0.02988129349160868,0.332378223495702,0.08186655751125665,,0.12812116250511665,0.019238641015145313
"answer customers' questions about products, prices, availability, product uses, and credit terms.",0.3956941351150705,0.042316258351893093,0.3496659242761693,0.06161841128433556,,0.12620638455827765,0.024498886414253896
"answer customers' questions about services and charges, or direct them to customer service centers.",,,,,1.0,,
"answer customers' questions, and explain available services such as deposit accounts, bonds, and securities.",0.40350877192982454,,0.47368421052631576,,0.12280701754385964,,
"answer customers' questions, and provide information on procedures or policies.",0.297160883280757,0.019978969505783383,0.291062039957939,0.30830704521556257,,0.05299684542586751,0.030494216614090432
"answer incoming calls, greeting callers, providing information, transferring calls or taking messages as necessary.",,,,0.9523809523809524,0.047619047619047616,,
"answer inquiries from current or prospective customers regarding methods, materials, or price ranges.",0.2440318302387268,,0.14854111405835543,0.5305039787798409,0.021220159151193633,0.05570291777188329,
"answer inquiries from the general public regarding judicial procedures, court appearances, trial dates, adjournments, outstanding warrants, summonses, subpoenas, witness fees, or payment of fines.",,,0.53125,,0.46875,,
answer inquiries from the public concerning animal control operations.,0.2361111111111111,,,0.6388888888888888,0.125,,
"answer inquiries pertaining to hotel policies and services, and resolve occupants' complaints.",,,,,1.0,,
"answer inquiries pertaining to hotel services, guest registration, and travel directions, or make recommendations regarding shopping, dining, or entertainment.",0.6211180124223602,,0.09937888198757763,,0.031055900621118012,0.2484472049689441,
"answer inquiries regarding information such as schedules, accommodations, procedures, and policies.",0.37271214642262895,,0.2612312811980033,0.281198003327787,0.04326123128119801,0.04159733777038269,
"answer passengers' questions about flights, aircraft, weather, travel routes and services, arrival times, or schedules.",0.6296296296296297,,,,0.3703703703703704,,
answer questions about product features and benefits.,0.3950617283950617,,0.345679012345679,,0.0691358024691358,0.19012345679012344,
answer questions about records or files.,0.3880597014925373,,,0.373134328358209,0.2388059701492537,,
answer questions and provide future tax planning to clients.,,,0.6071428571428571,,0.39285714285714285,,
"answer questions from passengers concerning train rules, stations, and timetable information.",0.5416666666666665,,0.33333333333333326,,0.125,,
answer questions from taxpayers and assist them in completing tax forms.,0.2741935483870968,,0.6451612903225806,,0.08064516129032258,,
answer questions from the public and media.,,,,,1.0,,
"answer questions or provide advice to the public regarding licensing policies, procedures, or regulations.",0.4878048780487805,,0.2926829268292683,,0.0975609756097561,0.12195121951219512,
"answer questions regarding examinations, eligibility, salaries, benefits, and other pertinent information.",0.4,,0.4307692307692308,,0.16923076923076924,,
"answer questions regarding mail regulations and procedures, postage rates, and post office boxes.",,,,,1.0,,
answer questions regarding the store and its merchandise.,0.4067796610169492,,0.2711864406779661,0.288135593220339,0.03389830508474576,,
"answer simple questions about clients' businesses, using reference files.",,,,,1.0,,
answer telephone calls and respond to inquiries or transfer calls.,,,,0.8823529411764706,0.1176470588235294,,
"answer telephones and give information to callers, take messages, or transfer calls to appropriate individuals.",0.16717325227963525,,,0.8085106382978722,0.0243161094224924,,
"answer telephones, and route calls or deliver messages.",,,,0.7631578947368421,0.23684210526315788,,
"answer telephones, direct calls, and take messages.",0.17525773195876287,,,0.8041237113402062,0.02061855670103093,,
"answer telephones, responding to questions or requests.",0.2027649769585253,,,0.7926267281105992,0.004608294930875576,,
answer user inquiries regarding computer software or hardware operation to resolve problems.,0.3790322580645162,,0.3790322580645162,,0.24193548387096775,,
apply customer feedback to service improvement efforts.,,,,,1.0,,
apply finger and hand pressure to specific points of the body.,,,,,1.0,,
"apply mathematical or statistical techniques to address practical issues in finance, such as derivative valuation, securities trading, risk management, or financial market regulation.",0.5131086142322098,0.056179775280898875,0.19850187265917604,,0.056179775280898875,0.1760299625468165,
"apply relevant laws, regulations, policies, or precedents to reach conclusions.",0.40594059405940597,,0.2772277227722773,,0.13861386138613865,0.1782178217821782,
apply research or simulation results to extend biological theory or recommend new research projects.,,,,,1.0,,
"apply standardized mathematical formulas, principles, and methodology to the solution of technological problems involving engineering or physical science.",,,,,1.0,,
"apply story development, directing, cinematography, and editing to animation to create storyboards that show the flow of the animation and map out key scenes and characters.",0.5789473684210527,,,,0.42105263157894735,,
"apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",,,0.5588235294117647,,0.4411764705882353,,
"appraise property values, assessing income potential when relevant.",0.4957983193277311,,,,0.18487394957983194,0.3193277310924369,
"appraise, evaluate, and inventory real property and equipment, recording information such as the description, value, and location of property.",0.5441176470588235,,,,0.2352941176470588,0.22058823529411764,
"arrange and mount typeset material and illustrations into paste-ups for printing reproduction, based on artists' or editors' layouts.",0.6111111111111112,,,,0.38888888888888895,,
"arrange conference, meeting, or travel reservations for office personnel.",0.4934210526315789,,,,0.14473684210526316,0.36184210526315785,
"arrange financing of deals from sources such as financial institutions, agencies, or public or private companies.",,,,,1.0,,
arrange for advertising or posting of job vacancies and notify eligible workers of position availability.,0.473404255319149,,,,0.03191489361702128,0.4946808510638298,
arrange for copyright permissions.,,,0.8095238095238095,,0.19047619047619047,,
"arrange for debt repayment or establish repayment schedules, based on customers' financial situations.",,,,,1.0,,
"arrange for typing, duplication, and distribution of material.",0.782608695652174,,,,0.21739130434782608,,
arrange merchandise and sales promotion displays or issue sales promotion materials to customers.,0.723404255319149,,,,0.2765957446808511,,
"arrange music composed by others, changing the music to achieve desired effects.",,,,,1.0,,
"arrange tours, taxis, or restaurant reservations for customers.",,,,,1.0,,
"ask questions in accordance with instructions to obtain various specified information, such as person's name, address, age, religious preference, or state of residency.",0.5108695652173914,,,0.30434782608695654,0.1847826086956521,,
ask questions that will help clients identify their feelings and behaviors.,,,0.6666666666666665,,0.33333333333333326,,
"assemble and compile documents for loan closings, such as title abstracts, insurance forms, loan forms, and tax receipts.",,,,,1.0,,
assemble documentation packages and produce drawing sets which are checked by an engineer or an architect.,,,,,1.0,,
"assemble, maintain, or distribute information for library or record systems.",,,,,1.0,,
"assemble, operate, or maintain field or laboratory testing, measuring, or mechanical equipment.",,,,,1.0,,
"assess clients' overall financial situation by reviewing income, assets, debts, expenses, credit reports, or other financial information.",0.4533333333333333,,0.2,,0.10666666666666667,0.24,
assess companies as investments for clients by examining company facilities.,,,,,1.0,,
"assess cost effectiveness of products, projects or services, tracking actual costs relative to bids as the project develops.",0.3448275862068966,,,,0.22413793103448282,0.43103448275862066,
"assess current or future customer needs and priorities through communicating directly with customers, conducting surveys, or other methods.",0.6666666666666665,,,,0.33333333333333326,,
assess existing facilities' needs for new or modified telecommunications systems.,,,,,1.0,,
assess nature and extent of illness or injury to establish and prioritize medical procedures.,,,0.6388888888888888,,0.36111111111111105,,
"assess nutritional needs, diet restrictions and current health plans to develop and implement dietary-care plans and provide nutritional counseling.",0.2932098765432099,0.05864197530864197,0.24382716049382716,,,0.3117283950617284,0.0925925925925926
