task_name,pct
"Compute taxes owed and prepare tax returns, ensuring compliance with payment, reporting, or other tax requirements.",0.0027
"Verify the authenticity of documents, such as foreign identification or immigration documents.",0.0027
Monitor performance of quality control systems to ensure effectiveness and efficiency.,0.0027
Conduct trial runs of programs and software applications to be sure they will produce the desired information and that the instructions are correct.,0.01
"Perform business management duties, such as maintaining records or files, preparing reports, or ordering supplies or equipment.",0.0027
"Confer with clients to develop strategies for their careers, and to explain actions taken on their behalf.",0.0027
Discuss financial options with clients and keep them informed about transactions.,0.02
Analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,0.01
Apply selected research findings to practice.,0.0027
Provide application or analytical support to researchers or traders on issues such as valuations or data.,0.08
Optimize shopping cart experience or Web site conversion rates against Key Performance Indicators (KPIs).,0.0027
"Explain and interpret house rules, such as game rules or betting limits, for patrons.",0.0027
"Conduct research to develop methodologies, instrumentation, and procedures for medical application, analyzing data and presenting findings to the scientific audience and general public.",0.0027
"Provide technical information about test results to physicians, family members, or researchers.",0.0027
Prepare contract documents for building contractors.,0.0027
Sort cargo before loading and unloading.,0.0027
Expand or modify system to serve new purposes or improve work flow.,0.04
"Perform statistical analyses, such as social network pattern analysis, network modeling, discrete event simulation, agent-based modeling, statistical natural language processing, computational sociology, mathematical optimization, or systems dynamics.",0.0027
Maintain case history records and prepare reports.,0.0027
"Plan, prepare, and develop various teaching aids, such as bibliographies, charts, and graphs.",0.04
Develop or direct development of offering documents or marketing materials.,0.09
"Obtain and study information about clients' products, needs, problems, advertising history, and business practices to offer effective sales presentations and appropriate product assistance.",0.01
"Provide students with information on topics such as college degree programs and admission requirements, financial aid opportunities, trade and technical schools, and apprenticeship programs.",0.01
"View monitors for visual representation of work in progress and for instructions and feedback throughout process, making modifications as necessary.",0.0027
Develop and implement treatment plans based on clinical experience and knowledge.,0.01
"Devise or evaluate methods and procedures for collecting data, such as surveys, opinion polls, and questionnaires.",0.0027
Present clear and concise explanations of governing rules and regulations.,0.26
"Compile or maintain records of system operation, performance, and maintenance.",0.01
Work with parents to develop and implement discipline programs to promote desirable child behavior.,0.0027
"Complete production reports, purchase orders, and material, tool, and equipment lists.",0.0027
"Provide staff and users with assistance solving computer-related problems, such as malfunctions and program problems.",0.72
"Maintain records and compile statistical reports concerning personnel-related data, such as hires, transfers, performance appraisals, and absenteeism rates.",0.0027
"Record and evaluate patient and family health and food history, including symptoms, environmental toxic exposure, allergies, medication factors, and preventive health-care measures.",0.0027
"Analyze internal processes and recommend and implement procedural or policy changes to improve operations, such as supply changes or the disposal of records.",0.04
"Develop or recommend network security measures, such as firewalls, network security audits, or automated security probes.",0.01
Write or edit copy for clients.,0.97
Recommend merchandise or services that will meet customers' needs.,0.01
"Discuss with the client the product, advertising themes and methods, and any changes that should be made in advertising copy.",0.0027
Prepare students for further development by encouraging them to explore learning opportunities and to persevere with challenging tasks.,0.0027
Evaluate findings and develop strategies and arguments in preparation for presentation of cases.,0.02
Perform tax planning work.,0.01
"Transmit correspondence or medical records by mail, e-mail, or fax.",0.0027
"Review existing or incoming data for currency, accuracy, usefulness, quality, or completeness of documentation.",0.06
"Develop graphics and layouts for product illustrations, company logos, and Web sites.",0.0027
"Maintain or update business intelligence tools, databases, dashboards, systems, or methods.",0.13
"Create or maintain formal engineering documents, such as schematics, bills of materials, components or materials specifications, or packaging requirements.",0.02
"Perform general administrative tasks, such as taking attendance, editing internal paperwork, and making phone calls.",0.02
"Prepare tables, graphs, fact sheets, and written reports summarizing research results.",0.01
Analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.,0.0027
"Sort products or materials into predetermined sequences or groupings for display, packing, shipping, or storage.",0.0027
Implement or test design solutions.,0.03
Locate unusual or unique information in response to specific requests.,0.45
"Collect and analyze Web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost per click.",0.01
"Prepare research results for publication in form of journals, books, manuals, and film.",0.01
"Develop and maintain design level documentation, including mechanics, guidelines, and mission outlines.",0.03
"Inspect condition of premises, and arrange for necessary maintenance or notify owners of maintenance needs.",0.0027
Prepare brochures and write newspaper articles.,0.01
"Research the history of a particular country or region, or of a specific time period.",0.01
"Initiate, facilitate, and moderate classroom discussions.",0.07
Inform designated employees or departments of items loaded or problems encountered.,0.0027
"Advise students on academic and vocational curricula, and on career issues.",0.02
Make diagnoses when different illnesses occur together or in situations where the diagnosis may be obscure.,0.0027
Read search requests to ascertain types of title evidence required and to obtain descriptions of properties and names of involved parties.,0.0027
"Provide information or counseling regarding issues such as animal health care, behavior problems, or nutrition.",0.02
"Formulate mathematical or simulation models of problems, relating constants and variables, restrictions, alternatives, conflicting objectives, and their numerical parameters.",0.06
Develop and coordinate educational programs for residents.,0.0027
"Grade, classify, or sort products according to sizes, weights, colors, or other specifications.",0.0027
"Evaluate customer records and recommend payment plans, based on earnings, savings data, payment history, and purchase activity.",0.01
"Provide occupational, educational, or other information to individuals so that they can make educational or vocational plans.",0.02
"Integrate and develop visual elements, such as line, space, mass, color, and perspective, to produce desired effects, such as the illustration of ideas, emotions, or moods.",0.12
"Provide customer service, such as limited instructions on proceeding with claims or referrals to auto repair facilities or local contractors.",0.0027
Formulate general rules that describe and predict the development and behavior of cultures and social institutions.,0.01
Study archival collections of primary historical sources to help explain the origins and development of cultural patterns.,0.0027
Greet customers entering establishments.,0.01
"Refer patients requiring more specialized or complex treatment to psychiatrists, primary care physicians, or other medical specialists.",0.0027
"Compare logic element configuration on display screen with engineering schematics and calculate figures to convert, redesign, or modify element.",0.0027
"Promote company products, services, and savings plans when appropriate.",0.0027
Optimize Web site exposure by analyzing search engine patterns to direct online placement of keywords or other content.,0.01
"Prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria.",0.19
Mentor graduate students and junior colleagues.,0.01
"Read through contracts, regulations, and procedural guidelines to ensure comprehension and compliance.",0.04
"Confer with customers or supervising personnel to address questions, problems, or requests for service or equipment.",0.0027
"Prepare invoices, shipping documents, and contracts.",0.0027
"Recommend changes to curricula or delivery methods, based on information such as instructional effectiveness data, current or future performance requirements, feasibility, and costs.",0.0027
Conduct safety training or education programs and demonstrate the use of safety equipment.,0.0027
Provide customers with information about local roads or highways.,0.0027
"Develop, validate, and document test routines and schedules to ensure that test cases mimic external interfaces and address all browser and device types.",0.0027
Register Web sites with search engines to increase Web site traffic.,0.0027
"Prepare financial or regulatory reports required by laws, regulations, or boards of directors.",0.0027
Respond to customer inquiries or complaints.,0.04
"Explain to customers the different types of loans and credit options that are available, as well as the terms of those services.",0.0027
Prepare reports on operations and system productivity or efficiency.,0.01
Review subject matter of materials to be classified and select classification numbers and headings according to classification systems.,0.01
"Determine conditions under which tests are to be conducted, as well as sequences and phases of test operations.",0.01
Converse with customers to determine details of equipment problems.,0.01
Develop criteria for the design and modification of survey instruments.,0.0027
"Input data, such as file numbers, new or updated information, or document information codes into computer systems to support document and information retrieval.",0.01
Formulate or modify recipes for specific kinds of food products.,0.0027
Inspect work performed to ensure that it meets specifications and established standards.,0.0027
"Create basic designs, drawings, and illustrations for product labels, cartons, direct mail, or television.",0.0027
Keep records of client needs and preferences and the services provided.,0.02
"Advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",0.24
Review rents to ensure that they are in line with rental markets.,0.0027
Plan commercial displays to entice and appeal to customers.,0.0027
Analyze data gathered and develop solutions or alternative methods of proceeding.,0.03
Review work plans to schedule activities.,0.01
"Answer inquiries concerning the progress of medical cases, within the limits of confidentiality laws.",0.0027
Provide individual support or counseling in general wellness or nutrition.,0.19
"Evaluate existing systems to determine effectiveness, and suggest changes to meet organizational requirements.",0.09
Evaluate mortgage options to help clients obtain financing at the best prevailing rates and terms.,0.0027
Review collection reports to determine the status of collections and the amounts of outstanding balances.,0.01
Document inspection and test results and work performed or to be performed.,0.01
"Advise retail managers on compliance with applicable codes, laws, regulations, or standards.",0.0027
"Calculate gross and net tonnage, hold capacities, volumes of stored fuel and water, cargo weights, and vessel stability factors, using mathematical formulas.",0.0027
Present clients with information required to make informed health care and treatment decisions.,0.0027
Analyze user needs to determine technical requirements.,0.06
"Devise, select, or purchase domain name and web address.",0.02
"Perform financial calculations, such as amounts due, interest charges, balances, discounts, equity, and principal.",0.25
"Estimate the amounts, types, or costs of needed materials.",0.01
Monitor and evaluate effectiveness of sustainability programs.,0.0027
"Prepare lesson materials, bulletin board displays, exhibits, equipment, and demonstrations.",0.0027
Provide technical support to junior staff or clients.,0.04
Compile and prepare reports and documents pertaining to personnel activities.,0.0027
"Interpret safety regulations for others interested in industrial safety, such as safety engineers, labor representatives, and safety inspectors.",0.0027
"Design and edit promotional publications, such as brochures.",0.08
Keep records and accounts.,0.0027
Provide technical advice and guidance to organizations on how to handle health-related problems and make needed changes.,0.0027
Prepare and file annual tax returns or prepare financial information so that outside accountants can complete tax returns.,0.0027
"Instruct students individually and in groups, using teaching methods such as lectures, discussions, and demonstrations.",0.01
Develop an understanding of customers' needs and take actions to ensure that such needs are met.,0.06
"Evaluate feasibility of design ideas, based on factors such as appearance, safety, function, serviceability, budget, production costs/methods, and market characteristics.",0.04
"Care for individuals or families during periods of incapacitation, family disruption, or convalescence, providing companionship, personal care, or help in adjusting to new lifestyles.",0.07
"Inform athletes about nutrition, hydration, dietary supplements, or uses and possible consequences of medication.",0.04
"Consider such factors as ensemble size and abilities, availability of scores, and the need for musical variety, to select music to be performed.",0.0027
Answer customers' questions about merchandise and advise customers on merchandise selection.,0.04
"Enter information into computerized court calendar, filing, or case management systems.",0.0027
Interpret information obtained from electrocardiograms (EKGs) or radiographs (x-rays).,0.0027
Advise clients or community groups to ensure parental understanding of the importance of childhood immunizations and how to access immunization services.,0.0027
"Perform general administrative tasks, such as keeping records or writing reports.",0.0027
Provide training or technical assistance in Web site implementation or use.,0.04
Emphasize or recommend service features based on knowledge of customers' needs and vendor capabilities and limitations.,0.12
Propose logistics solutions for customers.,0.01
"Prepare invoices, reports, memos, letters, financial statements, and other documents, using word processing, spreadsheet, database, or presentation software.",0.13
Prepare financial reports to monitor client or corporate finances.,0.02
"Formulate sampling procedures and designs and develop forms and instructions for recording, evaluating, and reporting quality and reliability data.",0.01
"Confer with clients to determine objectives, budget, background information, and presentation approaches, styles, and techniques.",0.03
Complete forms in accordance with company procedures.,0.0027
Plan and conduct special research projects in area of interest or expertise.,0.01
"Edit, standardize, or make changes to material prepared by other writers or establishment personnel.",1.01
"Conceptualize and help design interfaces for multimedia games, products, and devices.",0.02
"Complete reports related to project status, progress, or other work details, using computer software.",0.03
Prepare written documents to establish contracts with or communicate financial recommendations to clients.,0.04
Provide feedback to health service providers regarding improving service accessibility or acceptability.,0.01
"Prepare and maintain records of client progress and services performed, reporting changes in client condition to manager or supervisor.",0.01
"Document user support activity, such as system problems, corrective actions, resolution status, and completed equipment installations.",0.0027
Configure wide area network (WAN) or local area network (LAN) routers or related equipment.,0.0027
"Formulate and implement training programs, applying principles of learning and individual differences.",0.0027
Schedule and make appointments.,0.01
"Correct or record omissions, errors, or inconsistencies found.",0.1
"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",0.04
"Prepare operating and maintenance manuals, studies, or reports.",0.01
Develop Web sites.,0.5
"Design, plan, organize, or direct orientation and training programs for employees or customers.",0.01
"Develop plans or materials to communicate organizational activities that are beneficial to the environment, public safety, or other important social issues.",0.04
"Analyze test results, machine error messages, or information obtained from operators to diagnose equipment problems.",0.03
"Open, read, route, and distribute incoming mail or other materials and answer routine letters.",0.0027
"Answer customers' questions, and provide information on procedures or policies.",0.78
"Classify, record, and summarize numerical and financial data to compile and keep financial records, using journals and ledgers or computers.",0.01
"Develop or approve project plans, schedules, or budgets.",0.02
Conduct historical analyses of test results.,0.0027
Recommend information security enhancements to management.,0.01
Conduct investigations of information security breaches to identify vulnerabilities and evaluate the damage.,0.0027
"Develop and distribute newsletters, brochures, or other printed materials to share information with patients or medical staff.",0.01
"Review all regulatory agency submission materials to ensure timeliness, accuracy, comprehensiveness, or compliance with regulatory standards.",0.01
"Develop or implement human performance research, investigation, or analysis protocols.",0.01
"Select or assist customers in selecting products based on customer needs, product specifications, and applicable regulations.",0.03
Prepare reports to document patients' care activities.,0.01
"Communicate with or monitor service providers, such as ocean carriers, air freight forwarders, global consolidators, customs brokers, or trucking companies.",0.0027
"Organize or work with detailed office or warehouse records, using computers to enter, access, search or retrieve data.",0.04
Use informatics science to design or implement health information technology applications for resolution of clinical or health care administrative problems.,0.0027
"Calculate, or verify calculations of, prescribed radiation doses.",0.0027
"Read, evaluate and edit manuscripts or other materials submitted for publication, and confer with authors regarding changes in content, style or organization, or publication.",0.11
Write grant proposals to obtain funding for research.,0.0027
"Analyze competitive market strategies through analysis of related product, market, or share trends.",0.02
"Monitor events, trends, and other circumstances, research specific subject areas, attend art exhibitions, and read art publications to develop ideas and keep current on art world activities.",0.0027
Develop application-specific software.,0.06
"Develop or maintain applications that process biologically based data into searchable databases for purposes of analysis, calculation, or presentation.",0.0027
Explain changes in contract provisions to customers.,0.0027
"Provide technical support for existing reports, dashboards, or other tools.",0.06
"Compute design specifications for implementation of conservation practices, using survey or field information, technical guides or engineering manuals.",0.0027
"Provide assistance with the preparation of project-related reports, manuscripts, and presentations.",0.02
"Plan work procedures, using charts, technical manuals, and experience.",0.03
"Draw and print charts, graphs, illustrations, and other artwork, using computer.",0.0027
Advise management on matters related to the administration of contracts or employee discipline or grievance procedures.,0.0027
Input data into databases.,0.0027
"Compose, type, and mail customer statements and other correspondence related to issues such as discrepancies and outstanding unpaid items.",0.0027
"Write articles, bulletins, sales letters, speeches, and other related informative, marketing and promotional material.",0.17
Notify command of situation and request assistance.,0.0027
"Submit project deliverables to clients, ensuring adherence to quality standards.",0.0027
"Prepare grant applications to obtain funding for programs related to climate change, environmental management, or sustainability.",0.0027
"Develop master course documentation or manuals according to applicable accreditation, certification, or other requirements.",0.02
Create sales or service contracts for products or services.,0.01
"Examine clients' skin, using magnifying lamps or visors when necessary, to evaluate skin condition and appearance.",0.0027
"Negotiate the sale, lease, or development of property and complete or review appropriate documents and forms.",0.0027
Coordinate the look and function of product lines.,0.0027
"Calculate labor and equipment requirements and production specifications, using standard formulas.",0.0027
Review operations and confer with technical or administrative staff to resolve production or processing problems.,0.0027
"Develop teaching or training materials, such as handouts, study materials, or quizzes.",0.86
"Advise licensees or other individuals or groups concerning licensing, permit, or passport regulations.",0.09
Write technical reports or prepare graphs or charts to document experimental results.,0.01
Direct or participate in emergency management and contingency planning.,0.0027
Monitor or analyze market and environmental trends.,0.1
Provide customers with ongoing technical support.,0.05
Document help desk requests and resolutions.,0.0027
"Present and make recommendations regarding course design, technology, and instruction delivery options.",0.02
"Apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",0.01
Explain stock market terms or trading practices to clients.,0.01
Review forensic analysts' reports for technical merit.,0.0027
Provide direction and assistance to other organizational units regarding accounting and budgeting policies and procedures and efficient control and utilization of financial resources.,0.01
Develop instrumentation and software for astronomical observation and analysis.,0.0027
Determine work assignments and procedures.,0.0027
"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports.",0.02
"Prepare reports of findings, illustrating data graphically and translating complex findings into written text.",0.04
"Compute and verify totals on report forms, requisitions, or bills, using adding machine or calculator.",0.01
"Communicate with customers, employees, and other individuals to answer questions, disseminate or explain information, take orders, and address complaints.",0.02
Maintain records and logbooks.,0.0027
"Advise clients or respond to inquiries about financial matters in person or via phone, email, Web site, or Internet chat.",1.26
"Communicate with customers regarding orders, comments, and complaints.",0.01
Create or review technical design documentation to ensure the accurate development of reporting solutions.,0.01
"Develop methods to improve employment policies, processes, and practices, and recommend changes to management.",0.01
"Read and interpret blueprints, technical drawings, schematics, or computer-generated reports.",0.0027
Create specialty dishes and develop recipes to be used in dining facilities.,0.07
"Apply relevant laws, regulations, policies, or precedents to reach conclusions.",0.05
Collect and analyze relevant data to identify real estate market trends.,0.02
Monitor financial market trends to ensure that client plans are responsive.,0.03
"Grade homework and tests, and compute and record results, using answer sheets or electronic marking devices.",0.0027
"Track conditions that could affect power needs, such as changes in the weather, and adjust equipment to meet any anticipated changes.",0.0027
"Develop and interpret organizational goals, policies, and procedures.",0.01
Recommend new remote sensing hardware or software acquisitions.,0.0027
"Assist engineers in developing, building, or testing prototypes or new products, processes, or procedures.",0.0027
Season and cook food according to recipes or personal judgment and experience.,0.0027
Read corrected copies or proofs to ensure that all corrections have been made.,0.0027
Prepare reports to provide answers in response to specific problems.,0.2
Prepare necessary documents to obtain planned project approvals or permits.,0.0027
"Research various topics, including site history, environmental conditions, and clients' skills and abilities to plan appropriate expeditions, instruction, and commentary.",0.01
Provide input into the design and manufacturing of new equipment.,0.0027
"Analyze survey reports, maps, drawings, blueprints, aerial photography, or other topographical or geologic data.",0.0027
"Optimize digital assets, such as text, graphics, or multimedia assets, for search engine optimization (SEO) or for display and usability on internet-connected devices.",0.01
Establish fundraising or participation goals for special events or specified time periods.,0.0027
"Prepare, maintain, or revise quality assurance documentation or procedures.",0.02
"Communicate with customers and vendors to exchange information regarding products, materials, and services.",0.02
Devise scenario analyses reflecting possible severe market events.,0.0027
Monitor bug resolution efforts and track successes.,0.0027
"Confer with clients, editors, writers, art directors, and other interested parties regarding the nature and content of artwork to be produced.",0.0027
"Identify program deviance from standards, and suggest modifications to ensure compliance.",0.02
"Identify security system weaknesses, using penetration tests.",0.01
Prepare sales presentations or proposals to explain product specifications or applications.,0.04
Perform or direct Web site updates.,0.05
Advise customers on substitution or modification of parts when identical replacements are not available.,0.02
"Provide feedback to students, using positive reinforcement techniques to encourage, motivate, or build confidence in students.",0.02
"Conduct research on the structures and properties of materials, such as metals, alloys, polymers, and ceramics, to obtain information that could be used to develop new products or enhance existing ones.",0.0027
"Compute total holdings, dividends, interest, transfer taxes, brokerage fees, or commissions and allocate appropriate payments to customers.",0.0027
"Provide technical support to designers, marketing and sales departments, suppliers, engineers and other team members throughout the product development and implementation process.",0.03
Research and identify potential customers for products or services.,0.01
"Plan routes, itineraries, and accommodation details, and compute fares and fees, using schedules, rate books, and computers.",0.0027
"Answer passengers' questions about flights, aircraft, weather, travel routes and services, arrival times, or schedules.",0.0027
Prepare management reports defining and evaluating problems and recommending solutions.,0.0027
"Check completed work for spelling, grammar, punctuation, and format.",0.07
Analyze data to determine the effectiveness of treatments or therapy approaches.,0.0027
"Compile information, such as production rates and progress, materials inventories, materials used, or customer information, so that status reports can be completed.",0.0027
"Research, document, rate, or select alternatives for Web architecture or technologies.",0.0027
Review reports of securities transactions or price lists to analyze market conditions.,0.01
Estimate patients' due dates and re-evaluate as necessary based on examination results.,0.0027
"Maintain metrics, reports, process documentation, customer service logs, or training or safety records.",0.0027
"Obtain, organize, or develop training procedure manuals, guides, or course materials, such as handouts or visual materials.",0.11
Create itemized invoices to record amounts due for services rendered.,0.0027
Compute cost estimates for labor and materials.,0.01
"Check figures, postings, and documents for correct entry, mathematical accuracy, and proper codes.",0.01
Refer patients to specialists or other practitioners.,0.0027
"Select substitute titles when requested materials are unavailable, following criteria such as age, education, and interests.",0.0027
"Develop or direct software system testing or validation procedures, programming, or documentation.",0.0027
Seek new ways to improve efficiency and increase profits.,0.01
"Analyze expenditures and other financial information to develop plans, policies, or budgets for increasing profits or improving services.",0.08
Upload digital images onto Web sites for customers.,0.0027
"Provide consulting services, including educational programs, outreach programs, or prevention talks to schools, social service agencies, businesses, or the general public.",0.07
Operate computer-assisted engineering or design software or equipment to perform engineering tasks.,0.0027
Create embedded software design programs.,0.03
"Evaluate and grade students' class work, assignments, and papers.",0.04
"Read from scripts or books to narrate action or to inform or entertain audiences, utilizing few or no stage props.",0.0027
Counsel workers about job and career-related issues.,0.03
Identify training and development needs.,0.03
"Advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",0.0027
